"Title","Genres","Description","GameFAQs_Reader_Rating","GameFAQs_Rating","MetaCritics_MetaScore","Developer","ReleaseDate","ReferenceURL",
"Bored of the Rings","Adventure,Text","Bored of the Rings is an Adventure game, developed and published by Silversoft Ltd.,which was released in Europe in 1985.","n/a","n/a","n/a","Silversoft Ltd.","1985 ","http://www.gamefaqs.com/bbc/950330-bored-of-the-rings"
"Boris In The Underworld","Action,Shooter,Static","Boris In The Underworld is an Action game, developed and published by Superior Software,which was released in Europe in 1984.","n/a","n/a","n/a","Superior Software","1984 ","http://www.gamefaqs.com/bbc/949464-boris-in-the-underworld"
"Boulder Dash","Action,General","Boulder Dash is an Action game, developed and published by Tynesoft,which was released in Europe in 1988.","n/a","9.0","n/a","Tynesoft","1988 ","http://www.gamefaqs.com/bbc/950445-boulder-dash"
"Bouncer","Action,General","Bouncer is an Action game, developed and published by Acornsoft,which was released in Europe in 1984.","n/a","n/a","n/a","Acornsoft","1984 ","http://www.gamefaqs.com/bbc/949291-bouncer"
"Bouncing Bill","Action,Platformer,2D","Bouncing Bill is an Action game, developed and published by Oak,which was released in Europe in 1985.","n/a","n/a","n/a","Oak","1985 ","http://www.gamefaqs.com/bbc/950331-bouncing-bill"
"Bounty Bob Strikes Back!","Action,Platformer,2D","Bounty Bob&trade; returns in this new and exciting follow-up adventure to Miner 2049er&reg;. This time around it's even tougher than before and Bob needs your help more than ever to guide him through the mine. The mutant organisms have multiplied and over run the mine entirely, making it extremely difficult to survive the hazards of the underground passage ways. Using the high powered special equipment in the twenty-five new caverns is Bob's only hope of achieving his objective of securing the mine and defeating the plans of the evil Yukon Yohan.&trade;","n/a","n/a","n/a","Big Five Software","1986 ","http://www.gamefaqs.com/bbc/950447-bounty-bob-strikes-back"
"Boxer","Action,Platformer,2D","Boxer is an Action game, developed and published by Acornsoft,which was released in Europe in 1984.","n/a","n/a","n/a","Acornsoft","1984 ","http://www.gamefaqs.com/bbc/949292-boxer"
"Brain Aerobics","Miscellaneous,Puzzle,Logic","BRIAN AEROBICS was the first computer &quot;BRAIN TRAINING&quot; program for home computers. developed 1985/1986. It set 4 basic logic based puzzles all based on playing cards with many variations to test the brain.The ulitmate test CULBERTON'S REVENGE (with 13 cards) is legendary and well worth a try.","n/a","n/a","n/a","Minic","1985 ","http://www.gamefaqs.com/bbc/950685-brain-aerobics"
"Brain Teasers","Miscellaneous,Compilation","Brain Teasers is a Miscellaneous game, developed and published by Dynabyte,which was released in Europe in 1983.","n/a","n/a","n/a","Dynabyte","1983 ","http://www.gamefaqs.com/bbc/950232-brain-teasers"
"Brian Clough's Football Fortunes","Sports,Traditional,Soccer,Management","Brian Clough's Football Fortunes is a Sports game, developed and published by CDS Microsystems,which was released in Europe in 1987.","n/a","n/a","n/a","CDS Microsystems","1987 ","http://www.gamefaqs.com/bbc/950504-brian-cloughs-football-fortunes"
"Brian Jack's Superstar Challenge","Sports,Olympic Sports","Brian Jack's Superstar Challenge is a Sports game, developed and published by Martech,which was released in Europe in 1985.","n/a","5.0","n/a","Martech","1985 ","http://www.gamefaqs.com/bbc/951110-brian-jacks-superstar-challenge"
"Brick 'em In","Action,General","Brick 'em In is an Action game, developed and published by Software For All,which was released in Europe in 1982.","n/a","n/a","n/a","Software For All","1982 ","http://www.gamefaqs.com/bbc/950686-brick-em-in"
