"Title","Region","Genres","Description","GameFAQs_Reader_Rating","GameFAQs_Rating","MetaCritics_MetaScore","Developer","ReleaseDate","ReferenceURL"
"Fantasy Zone II: Opa-Opa no Namida","JP","Action,Shooter,Scrolling","Opa-Opa is at it again in this zany return to his original homeland some ten years later. Welcome to Fantasy Zone II where perils are great and rewards even greater. During your visit you'll discover that peace is at stake once again and those who threaten it are more cunning and wicked than before. So beware, the evil Blackhearts are near and they're not alone. Scores of unusual and seemingly innocent creatures will enthusiastically approach you. But don't be fooled. They're not here to help. They're henchmen for the dark powers of the Blackhearts. And they'll sabotage every chance you've got to protect the warp gates from total ruin. So fight valiantly, because just when you think you've made it, the Blackhearts will be waiting.","8.5","7.8","","Sega","1987 ","http://www.gamefaqs.com/sms/588062-fantasy-zone-ii-the-tears-of-opa-opa"
"Fantasy Zone II ","US","Action,Shooter,Scrolling","Opa-Opa is at it again in this zany return to his original homeland some ten years later. Welcome to Fantasy Zone II where perils are great and rewards even greater. During your visit you'll discover that peace is at stake once again and those who threaten it are more cunning and wicked than before. So beware, the evil Blackhearts are near and they're not alone. Scores of unusual and seemingly innocent creatures will enthusiastically approach you. But don't be fooled. They're not here to help. They're henchmen for the dark powers of the Blackhearts. And they'll sabotage every chance you've got to protect the warp gates from total ruin. So fight valiantly, because just when you think you've made it, the Blackhearts will be waiting.","8.5","7.8","","Sega","1987 ","http://www.gamefaqs.com/sms/588062-fantasy-zone-ii-the-tears-of-opa-opa"
"Fantasy Zone II ","SA","Action,Shooter,Scrolling","Opa-Opa is at it again in this zany return to his original homeland some ten years later. Welcome to Fantasy Zone II where perils are great and rewards even greater. During your visit you'll discover that peace is at stake once again and those who threaten it are more cunning and wicked than before. So beware, the evil Blackhearts are near and they're not alone. Scores of unusual and seemingly innocent creatures will enthusiastically approach you. But don't be fooled. They're not here to help. They're henchmen for the dark powers of the Blackhearts. And they'll sabotage every chance you've got to protect the warp gates from total ruin. So fight valiantly, because just when you think you've made it, the Blackhearts will be waiting.","8.5","7.8","","Sega","1987 ","http://www.gamefaqs.com/sms/588062-fantasy-zone-ii-the-tears-of-opa-opa"
"Fantasy Zone II: The Tears of Opa-Opa","US","Action,Shooter,Scrolling","Opa-Opa is at it again in this zany return to his original homeland some ten years later. Welcome to Fantasy Zone II where perils are great and rewards even greater. During your visit you'll discover that peace is at stake once again and those who threaten it are more cunning and wicked than before. So beware, the evil Blackhearts are near and they're not alone. Scores of unusual and seemingly innocent creatures will enthusiastically approach you. But don't be fooled. They're not here to help. They're henchmen for the dark powers of the Blackhearts. And they'll sabotage every chance you've got to protect the warp gates from total ruin. So fight valiantly, because just when you think you've made it, the Blackhearts will be waiting.","8.5","7.8","","Sega","1987 ","http://www.gamefaqs.com/sms/588062-fantasy-zone-ii-the-tears-of-opa-opa"
"Fantasy Zone II: Opa-Opa no Namida","JP","Action,Shooter,Scrolling","Opa-Opa is at it again in this zany return to his original homeland some ten years later. Welcome to Fantasy Zone II where perils are great and rewards even greater. During your visit you'll discover that peace is at stake once again and those who threaten it are more cunning and wicked than before. So beware, the evil Blackhearts are near and they're not alone. Scores of unusual and seemingly innocent creatures will enthusiastically approach you. But don't be fooled. They're not here to help. They're henchmen for the dark powers of the Blackhearts. And they'll sabotage every chance you've got to protect the warp gates from total ruin. So fight valiantly, because just when you think you've made it, the Blackhearts will be waiting.","8.5","7.8","","Sega","1987 ","http://www.gamefaqs.com/sms/588062-fantasy-zone-ii-the-tears-of-opa-opa"
"Fantasy Zone II ","US","Action,Shooter,Scrolling","Opa-Opa is at it again in this zany return to his original homeland some ten years later. Welcome to Fantasy Zone II where perils are great and rewards even greater. During your visit you'll discover that peace is at stake once again and those who threaten it are more cunning and wicked than before. So beware, the evil Blackhearts are near and they're not alone. Scores of unusual and seemingly innocent creatures will enthusiastically approach you. But don't be fooled. They're not here to help. They're henchmen for the dark powers of the Blackhearts. And they'll sabotage every chance you've got to protect the warp gates from total ruin. So fight valiantly, because just when you think you've made it, the Blackhearts will be waiting.","8.5","7.8","","Sega","1987 ","http://www.gamefaqs.com/sms/588062-fantasy-zone-ii-the-tears-of-opa-opa"
"Fantasy Zone II ","SA","Action,Shooter,Scrolling","Opa-Opa is at it again in this zany return to his original homeland some ten years later. Welcome to Fantasy Zone II where perils are great and rewards even greater. During your visit you'll discover that peace is at stake once again and those who threaten it are more cunning and wicked than before. So beware, the evil Blackhearts are near and they're not alone. Scores of unusual and seemingly innocent creatures will enthusiastically approach you. But don't be fooled. They're not here to help. They're henchmen for the dark powers of the Blackhearts. And they'll sabotage every chance you've got to protect the warp gates from total ruin. So fight valiantly, because just when you think you've made it, the Blackhearts will be waiting.","8.5","7.8","","Sega","1987 ","http://www.gamefaqs.com/sms/588062-fantasy-zone-ii-the-tears-of-opa-opa"
"Fantasy Zone: The Maze","US","Action,General","The evil Menons have returned... in multi-level bases which are hidden in seven different planets! The brave Opa-Opa has been called to battle their evil threat. And joining him in the fight is his younger brother, Upa-Upa. Your Mission: Guide this brave team of brothers through level after level of treacherous mazes. Get the golden coins stolen by the Menon hoard and use them to purchase powerful weapons. The Fantasy Zone is counting on you! Don't let them down.","5.0","6.6","n/a","Sega","1988 ","http://www.gamefaqs.com/sms/588063-fantasy-zone-the-maze"
"Opa Opa","JP","Action,General","The evil Menons have returned... in multi-level bases which are hidden in seven different planets! The brave Opa-Opa has been called to battle their evil threat. And joining him in the fight is his younger brother, Upa-Upa. Your Mission: Guide this brave team of brothers through level after level of treacherous mazes. Get the golden coins stolen by the Menon hoard and use them to purchase powerful weapons. The Fantasy Zone is counting on you! Don't let them down.","5.0","6.6","n/a","Sega","1988 ","http://www.gamefaqs.com/sms/588063-fantasy-zone-the-maze"
"Fantasy Zone","KO","Action,General","The evil Menons have returned... in multi-level bases which are hidden in seven different planets! The brave Opa-Opa has been called to battle their evil threat. And joining him in the fight is his younger brother, Upa-Upa. Your Mission: Guide this brave team of brothers through level after level of treacherous mazes. Get the golden coins stolen by the Menon hoard and use them to purchase powerful weapons. The Fantasy Zone is counting on you! Don't let them down.","5.0","6.6","n/a","Sega","1988 ","http://www.gamefaqs.com/sms/588063-fantasy-zone-the-maze"
"Ferias Frustradas do Pica Pau","US","Action,Platformer,2D","Ferias Frustradas do Pica Pau is an Action game, developed and published by Tec Toy,which was released in South America in 1996.","n/a","3.8","n/a","Tec Toy","1996 ","http://www.gamefaqs.com/sms/927070-ferias-frustradas-do-pica-pau"
"FIFA International Soccer","US","Sports,Traditional,Soccer,Sim","EA Sports has teamed up with the governing body of international soccer to bring you the most realistic soccer game ever created on GameGear. Incredible goalie saves - lunge or dive after hard to reach shots in the corners! Unique 'play-finder' window lets you scope the field on corner kicks and free kicks. Find the open man and hammer the ball into the goal! Drop your opponent onto the turf with a slide tackle. Be careful, slide tackles from behind can result in yellow cards!","n/a","10.0","n/a","Tiertex Design Studios","1996 ","http://www.gamefaqs.com/sms/917295-fifa-international-soccer"
"Bubble Bobble","US","Action,Platformer,2D","Welcome to the world of Bubble Bobble!Those funny critters, Bubblen and Bobblen are finally making an appearance in the Sega Master system.Play this game and see the wild adventures of Bubblen and Bobblen.","9.0","8.3","n/a","Taito Corporation","1992 ","http://www.gamefaqs.com/sms/588042-bubble-bobble"
"Final Bubble Bobble","JP","Action,Platformer,2D","Welcome to the world of Bubble Bobble!Those funny critters, Bubblen and Bobblen are finally making an appearance in the Sega Master system.Play this game and see the wild adventures of Bubblen and Bobblen.","9.0","8.3","n/a","Taito Corporation","1992 ","http://www.gamefaqs.com/sms/588042-bubble-bobble"
"Dragon Maze","SA","Action,Platformer,2D","Welcome to the world of Bubble Bobble!Those funny critters, Bubblen and Bobblen are finally making an appearance in the Sega Master system.Play this game and see the wild adventures of Bubblen and Bobblen.","9.0","8.3","n/a","Taito Corporation","1992 ","http://www.gamefaqs.com/sms/588042-bubble-bobble"
"Fire & Forget II","US","Driving,Car Combat","With FIRE & FORGET 2, prepare to experience the most extraordinary arcade game ever designed for a console! You will have to pilot the THUNDER MASTER II, capable of 850 horsepower on the road and able to convert itself into a genuine airborne attacker, both equipped with ionic phasers and missile launcher.","n/a","5.5","n/a","Titus Software","1990 ","http://www.gamefaqs.com/sms/570236-fire-and-forget-ii"
"Fire and Ice","US","Action,Platformer,2D","Fire and Ice is an Action game, published by Tec Toy,which was released in South America in 1993.","6.0","5.8","n/a","Tec Toy","1993 ","http://www.gamefaqs.com/sms/917296-fire-and-ice"
"Fire & Ice","SA","Action,Platformer,2D","Fire and Ice is an Action game, published by Tec Toy,which was released in South America in 1993.","6.0","5.8","n/a","Tec Toy","1993 ","http://www.gamefaqs.com/sms/917296-fire-and-ice"
"Fire and Ice","US","Action,Platformer,2D","Fire and Ice is an Action game, published by Tec Toy,which was released in South America in 1993.","6.0","5.8","n/a","Tec Toy","1993 ","http://www.gamefaqs.com/sms/917296-fire-and-ice"
"Fire & Ice","SA","Action,Platformer,2D","Fire and Ice is an Action game, published by Tec Toy,which was released in South America in 1993.","6.0","5.8","n/a","Tec Toy","1993 ","http://www.gamefaqs.com/sms/917296-fire-and-ice"
"Flash Point","US","Miscellaneous,Puzzle,Stacking","Flash Point is a Miscellaneous game, developed and published by Zemina,which was released in Korea in 1990.","n/a","n/a","n/a","Zemina","1990 ","http://www.gamefaqs.com/sms/685541-flash-point"
"The Flash","US","Action,Platformer,2D","Electronics wizard Trachmann and master villain Trickster have teamed up to take control of Central City, and it's up to The Flash to set things right. Use your wits and The Flash's super speed to track down these villains before time runs out!","n/a","5.6","n/a","Probe Entertainment Limited","1993 ","http://www.gamefaqs.com/sms/570221-the-flash"
"The Flintstones","US","Action,General","It's the weekend and Fred Flintstone returns home from work very excited about the Bedrock Super Bowl final tonight. As he arrives home Wilma reminds him of his promise to paint the living room before her mother arrives on Sunday. Wilma insists that Fred can only go bowling if he paints the living room. Reluctantly, Fred agrees, but he doesn't bargain for baby-sitting Pebbles and painting at the same time. Chaos, fun and the Flintstones humor is everywhere!","1.0","4.8","n/a","Grandslam","1993 ","http://www.gamefaqs.com/sms/588064-the-flintstones"
"Forgotten Worlds","US","Action,Shooter,Scrolling","Ruins, destruction, wastelands - that's all there is to see. The fiendish Aliens have infested your planet! As a Warrior, you swear to win back the Dust Planet for its rightful owners, the Human Beings. Get ready to face brutal Alien fiends and risk your life in battle. Your only goal is to stay alive long enough to destroy your most powerful enemy, the War Tyrant!","n/a","7.7","n/a","Sanritsu","1991 ","http://www.gamefaqs.com/sms/588065-forgotten-worlds"
"Fushigi no Oshiro Pit Pot","US","Action,General","Fushigi no Oshiro Pit Pot is an Action game, developed and published by Sega,which was released in Japan in 1985.","n/a","6.7","n/a","Sega","Dec 14, 1985 ","http://www.gamefaqs.com/sms/570180-fushigi-no-oshiro-pit-pot"
"G-LOC: Air Battle","US","Action,General","Vigilante forces have raided government military installations and 'confiscated' tanks, planes, even warships! Pilot your G-LOC fighter to victory against the guerillas!","n/a","6.0","n/a","Sanritsu","1991 ","http://www.gamefaqs.com/sms/570210-g-loc-air-battle"
"G-Loc","SA","Action,General","Vigilante forces have raided government military installations and 'confiscated' tanks, planes, even warships! Pilot your G-LOC fighter to victory against the guerillas!","n/a","6.0","n/a","Sanritsu","1991 ","http://www.gamefaqs.com/sms/570210-g-loc-air-battle"
"G-LOC: Air Battle","US","Action,General","Vigilante forces have raided government military installations and 'confiscated' tanks, planes, even warships! Pilot your G-LOC fighter to victory against the guerillas!","n/a","6.0","n/a","Sanritsu","1991 ","http://www.gamefaqs.com/sms/570210-g-loc-air-battle"
"G-Loc","SA","Action,General","Vigilante forces have raided government military installations and 'confiscated' tanks, planes, even warships! Pilot your G-LOC fighter to victory against the guerillas!","n/a","6.0","n/a","Sanritsu","1991 ","http://www.gamefaqs.com/sms/570210-g-loc-air-battle"
"Gaegujangi Kkachi","US","Action,Platformer,2D","Gaegujangi Kkachi is an Action game, developed and published by HiCOM,which was released in Korea in 1993.","n/a","7.0","n/a","HiCOM","1993 ","http://www.gamefaqs.com/sms/703175-gaegujangi-kkachi"
"Gain Ground","US","Action,General","Gain Ground became a sensation overnight as the newest human vs. Android competition. One day, though, the Mother Computer that controlled the androids went crazy and trapped spectators in the Coliseum. Join the group of skilled fighters who are trying to defeat the system, and save those innocent people from a fate worse than death!","9.0","7.3","n/a","Sanritsu","1991 ","http://www.gamefaqs.com/sms/588066-gain-ground"
"Galactic Protector","US","Action,Shooter,Scrolling","Galactic Protector is an Action game, published by Sega,which was released in Japan in 1988.","n/a","6.0","n/a","Sega","Feb 21, 1988 ","http://www.gamefaqs.com/sms/570167-galactic-protector"
"Galaxy Force","US","Action,Shooter,Scrolling","CAUTION: FOUR MEGA POWER! Not double, not triple, but FOUR times the playing power of a regular cartidge. You get the hottest space combat, the baddest explosions, and the coolest sounds ever! Journey to four different planets, each with stunning but deadly landscapes. There's so many awesome enemies, you won't have time to stargaze!","n/a","6.8","n/a","Sega","1989 ","http://www.gamefaqs.com/sms/588067-galaxy-force"
"Game Box Serie Corridas","US","Miscellaneous,Compilation","Game Box Serie Corridas is a Miscellaneous game, developed by Sega and published by Tec Toy,which was released in South America in 1994.","n/a","n/a","n/a","Sega","April 1995 ","http://www.gamefaqs.com/sms/960942-game-box-serie-corridas"
"Aladdin II Special - Racing 3 IN 1","KO","Miscellaneous,Compilation","Game Box Serie Corridas is a Miscellaneous game, developed by Sega and published by Tec Toy,which was released in South America in 1994.","n/a","n/a","n/a","Sega","April 1995 ","http://www.gamefaqs.com/sms/960942-game-box-serie-corridas"
"Game Box Serie Esportes","US","Miscellaneous,Compilation","Game Box Serie Esportes is a Miscellaneous game, developed by Sega and published by Tec Toy,which was released in South America in 1994.","n/a","7.0","n/a","Sega","1994 ","http://www.gamefaqs.com/sms/960943-game-box-serie-esportes"
"Game Box Serie Esportes Radicais","US","Sports,General","Game Box Serie Esportes Radicais is a Sports game, developed by Sega and published by Tec Toy,which was released in South America in 1994.","n/a","6.0","n/a","Sega","1994 ","http://www.gamefaqs.com/sms/960944-game-box-serie-esportes-radicais"
"Game Box Serie Lutas","US","Miscellaneous,Compilation","Game Box Serie Lutas is a Miscellaneous game, developed by Sega and published by Tec Toy,which was released in South America in 1994.","n/a","7.5","n/a","Sega","1994 ","http://www.gamefaqs.com/sms/960945-game-box-serie-lutas"
"My Hero","US","Action,Beat-'Em-Up","A bunch of seedy punks - complete with mohawks - try to steal your girl. It's a new variation on the old 'Boy loses Girl' theme. Only it's more like 'Boy loses life, if he doesn't get Girl back.' Battle knife throwers, ferocious bulldogs, flying bottles, even the gang leader - whose name happens to be Mohikan. If it all seems hopelessly overwhelming, take heart. You're a high-ranking kung fu master. So you do have incredible martial arts skills in your favor. But then again, you don't have your girl. The punks do.","2.4","5.0","","Sega","1986 ","http://www.gamefaqs.com/sms/588108-my-hero"
"Seishun Scandal","JP","Action,Beat-'Em-Up","A bunch of seedy punks - complete with mohawks - try to steal your girl. It's a new variation on the old 'Boy loses Girl' theme. Only it's more like 'Boy loses life, if he doesn't get Girl back.' Battle knife throwers, ferocious bulldogs, flying bottles, even the gang leader - whose name happens to be Mohikan. If it all seems hopelessly overwhelming, take heart. You're a high-ranking kung fu master. So you do have incredible martial arts skills in your favor. But then again, you don't have your girl. The punks do.","2.4","5.0","","Sega","1986 ","http://www.gamefaqs.com/sms/588108-my-hero"
"Gang's Fighter","SA","Action,Beat-'Em-Up","A bunch of seedy punks - complete with mohawks - try to steal your girl. It's a new variation on the old 'Boy loses Girl' theme. Only it's more like 'Boy loses life, if he doesn't get Girl back.' Battle knife throwers, ferocious bulldogs, flying bottles, even the gang leader - whose name happens to be Mohikan. If it all seems hopelessly overwhelming, take heart. You're a high-ranking kung fu master. So you do have incredible martial arts skills in your favor. But then again, you don't have your girl. The punks do.","2.4","5.0","","Sega","1986 ","http://www.gamefaqs.com/sms/588108-my-hero"
"Gangster Town","US","Action,Shooter,Light Gun","The time is the wild 1920's. The place is a great American city that has been taken over by rampant crime. The corruption is led by cruel and cunning gangsters who have let fear and destruction loose in the city. You are the only hope for law and order to return. As a member of the FBI, you wear the badge of the bravest. Your mission: rid the city of these thugs. Armed with your machine gun and plenty of courage, you're dedicated to making gangsters a thing of the past. But it won't be easy. The streets are riddles with gunfire, the local nightclubs are now criminal hang-outs, and the waterfront's docks are in the grip of the most menacing crime-lover, Big Boss. It's you or them - good luck, you'll need it!","9.5","7.2","n/a","Sega","1987 ","http://www.gamefaqs.com/sms/588068-gangster-town"
"Gauntlet","US","Action,Platformer,2D","Call upon the mighty axe of Thor, the scything sword of Thyra, the mystical magic of Merlin or the swift arrows of Questor in your conquest of the Dungeons of Darkness. Fight your way through hordes of monsters and legions of demons in this, the ultimate arcade combat gameplay!","9.0","7.9","n/a","Tiertex Design Studios","1990 ","http://www.gamefaqs.com/sms/588069-gauntlet"
"George Foreman's KO Boxing","US","Sports,Traditional,Boxing","'Climb into the ring with George Foreman - the People's Champion - for the most realistic boxing action ever! Take on a roster of heavyweight contenders as you go for the World Championship. Pound your way to the title with a spectacular 'Big George' Super Punch! For the ultimate slug-fest go head-to-head with a friend using your Gear to Gear cable.","n/a","1.0","n/a","Sims","1992 ","http://www.gamefaqs.com/sms/651105-george-foremans-ko-boxing"
"Teddy Boy","US","Action,Platformer,2D","It's a video dream. Or nightmare. Depending on how well you're doing. Scramble from maze to maze - each more magnificent than the one before it - bumping off bugs, guppies, snails, dominos and more as you go. Grab precious points for tennis shoes, teddy bears, snails, and other identifiable objects. And try to avoid the ugly Den Den, a snapping dragon head. Or you'll be forced to wake up to reality. The colors are fantastic. Even the music is wild!","3.7","6.7","n/a","Sega","1986 ","http://www.gamefaqs.com/sms/588157-teddy-boy"
"Teddy Boy Blues","JP","Action,Platformer,2D","It's a video dream. Or nightmare. Depending on how well you're doing. Scramble from maze to maze - each more magnificent than the one before it - bumping off bugs, guppies, snails, dominos and more as you go. Grab precious points for tennis shoes, teddy bears, snails, and other identifiable objects. And try to avoid the ugly Den Den, a snapping dragon head. Or you'll be forced to wake up to reality. The colors are fantastic. Even the music is wild!","3.7","6.7","n/a","Sega","1986 ","http://www.gamefaqs.com/sms/588157-teddy-boy"
"Geraldinho","SA","Action,Platformer,2D","It's a video dream. Or nightmare. Depending on how well you're doing. Scramble from maze to maze - each more magnificent than the one before it - bumping off bugs, guppies, snails, dominos and more as you go. Grab precious points for tennis shoes, teddy bears, snails, and other identifiable objects. And try to avoid the ugly Den Den, a snapping dragon head. Or you'll be forced to wake up to reality. The colors are fantastic. Even the music is wild!","3.7","6.7","n/a","Sega","1986 ","http://www.gamefaqs.com/sms/588157-teddy-boy"
"Ghost House","US","Action,Platformer,2D","A spooky romp through Count Dracula's incredible haunted house.You're Mick.And the good news is that your grandfather just told you that you're to inherit the family jewels.A flashy collection of diamonds, rubies, sapphires, even opals.All yours.The bad news is that they're hidden inside Count Dracula's mansion.They have been for years.First, you have to wipe out the bats, Draculas, and eventually their annoying henchman.Then you have to find the hidden keys and passageways that should lead to your family's long lost treasure.Ghoul luck -- you'll need it.","5.0","6.1","n/a","Sega","1986 ","http://www.gamefaqs.com/sms/588070-ghost-house"
"Chapolim x Dracula Um Duelo Assustador","SA","Action,Platformer,2D","A spooky romp through Count Dracula's incredible haunted house.You're Mick.And the good news is that your grandfather just told you that you're to inherit the family jewels.A flashy collection of diamonds, rubies, sapphires, even opals.All yours.The bad news is that they're hidden inside Count Dracula's mansion.They have been for years.First, you have to wipe out the bats, Draculas, and eventually their annoying henchman.Then you have to find the hidden keys and passageways that should lead to your family's long lost treasure.Ghoul luck -- you'll need it.","5.0","6.1","n/a","Sega","1986 ","http://www.gamefaqs.com/sms/588070-ghost-house"
"Ghostbusters","US","Action,Platformer,2D","Starting your own Ghostbusters business is tough. It takes a lot of money. A lot of equipment. And lots of hard work. But someone's gotta do it. Besides, look at the rewards. You get to drive some of the world's hottest cars. And play with the latest high-tech equipment. Like Super Ion Beams, Laser Confinement Systems and Image Intensifiers. You get to get closer than anyone's ever been to the ominous Marshmallow Man. And best of all, if you're lucky, you'll meet face to face with the ghost leader of the universe, Gorza. So if you're tired of your regular old job, why not sign on as a Ghostbuster? And find out what a real job is!","7.2","6.6","n/a","Compile","1987 ","http://www.gamefaqs.com/sms/588071-ghostbusters"
"Ghouls 'n Ghosts","US","Action,Platformer,2D","The time is yesteryear, when knights scoured the countryside in search of the Holy Grail, defended the honor of fair maidens and fought a never-ending battle against rampant evil forces. Thrown into this mayhem is the courageous Sir Arthur. A victorious knight with the awesome task of penetrating the Demon's Castle to pulverize the Prince of Darkness. You'll travel through the Place of Execution, the Village of Decay, the Town of Fire and the Crystal Forest with an arsenal of weapons at your side. And when you're really down on your luck, magic fights might with powerful results. The only problem? You'll have to learn how to use it. Because their magic has the power to change you into a helpless duck, among other things. But there's not much time. Lives depend on you. So brandish your sword and make mincemeat of your foes.","n/a","8.0","n/a","Capcom","1990 ","http://www.gamefaqs.com/sms/588072-ghouls-n-ghosts"
"Global Defense","US","Action,Shooter,Scrolling","Earth is under attack! From secret bases hidden in the farthest reaches of the galaxy, deadly missiles have been sent to destroy your home planet. Earth needs a Champion, someone with courage... the skill to operate a Global Defense satellite... someone who is brave enough to fight a space battle with almost impossible odds. Earth needs you to take on the enemy in one of the meanest, toughest space battles ever! You've got the Global Defense Satellite and a supercharged laser cannon. Through ten waves of non-stop action, seek out and destroy the enemy missiles and satellites... zapping anything that gets in your way. Each wave is tougher. The risks, greater. Nobody said it would be easy. Are you ready for Global Defense?","8.0","6.1","n/a","Sega","1987 ","http://www.gamefaqs.com/sms/588073-global-defense"
"SDI","JP","Action,Shooter,Scrolling","Earth is under attack! From secret bases hidden in the farthest reaches of the galaxy, deadly missiles have been sent to destroy your home planet. Earth needs a Champion, someone with courage... the skill to operate a Global Defense satellite... someone who is brave enough to fight a space battle with almost impossible odds. Earth needs you to take on the enemy in one of the meanest, toughest space battles ever! You've got the Global Defense Satellite and a supercharged laser cannon. Through ten waves of non-stop action, seek out and destroy the enemy missiles and satellites... zapping anything that gets in your way. Each wave is tougher. The risks, greater. Nobody said it would be easy. Are you ready for Global Defense?","8.0","6.1","n/a","Sega","1987 ","http://www.gamefaqs.com/sms/588073-global-defense"
"Mick & Mack: Global Gladiators","US","Action,Platformer,2D","Strap on your GooShooter and join Mick and Mack, the Global Gladiators, on a quest to neutralize the Monsters of Slime World, the Mystical Forest and Arctic World. Check out the bodacious backgrounds, the 1,250 awesome animation frames and the most spacious sound around!","n/a","6.3","n/a","Virgin Games","1992 ","http://www.gamefaqs.com/sms/588103-mick-and-mack-global-gladiators"
"Global Gladiators ","EU","Action,Platformer,2D","Strap on your GooShooter and join Mick and Mack, the Global Gladiators, on a quest to neutralize the Monsters of Slime World, the Mystical Forest and Arctic World. Check out the bodacious backgrounds, the 1,250 awesome animation frames and the most spacious sound around!","n/a","6.3","n/a","Virgin Games","1992 ","http://www.gamefaqs.com/sms/588103-mick-and-mack-global-gladiators"
"Global Gladiators ","SA","Action,Platformer,2D","Strap on your GooShooter and join Mick and Mack, the Global Gladiators, on a quest to neutralize the Monsters of Slime World, the Mystical Forest and Arctic World. Check out the bodacious backgrounds, the 1,250 awesome animation frames and the most spacious sound around!","n/a","6.3","n/a","Virgin Games","1992 ","http://www.gamefaqs.com/sms/588103-mick-and-mack-global-gladiators"
"Pro Wrestling","US","Action,Fighting,Wrestling","It's the video match of the year. A no-holds-barred battle between you and a friend, or some of the biggest bruisers this side of Madison Square Garden. Just try to pin The Iron Soldier. Or wiggle away from The Giant Bull. Or just survive the cruel Crusher Brothers. Body slam. Drop kick. Pile drive. You'll even have the notorious German Suplex Hold. All at your command. Go for the title. Mexican League, Pacific League or World League. Whatever you do, play rough. Play to win.","5.0","6.5","n/a","Sega","1986 ","http://www.gamefaqs.com/sms/588122-pro-wrestling"
"Gokuaku Doumei Dump Matsumoto","JP","Action,Fighting,Wrestling","It's the video match of the year. A no-holds-barred battle between you and a friend, or some of the biggest bruisers this side of Madison Square Garden. Just try to pin The Iron Soldier. Or wiggle away from The Giant Bull. Or just survive the cruel Crusher Brothers. Body slam. Drop kick. Pile drive. You'll even have the notorious German Suplex Hold. All at your command. Go for the title. Mexican League, Pacific League or World League. Whatever you do, play rough. Play to win.","5.0","6.5","n/a","Sega","1986 ","http://www.gamefaqs.com/sms/588122-pro-wrestling"
"Golden Axe","US","Action,Beat-'Em-Up","The residents of the once-peaceful city of Yuria have lost the legendary Golden Axe - the very thing that had shielded them from evil for so long. It is now in the hands of the unscrupulous titan, Death-Adder. Tarik, the seasoned warrior whose skill with his giant sword is both praised and feared throughout the land, has come forth to try and wrest the Axe from the grasp of the black-hearted warlord. Help Tarik to battle the many types of bandits that Death-Adder has amassed to protect himself. Using the sword, and certain very special magical powers, guide Tarik through the gauntlet of bandits to Death-Adder's castle! He'll be waiting there for you, and he's terribly reluctant to give up the Golden Axe! Are you brave enough to bring back the Axe, and thus restore tranquility to Yuria, or will you wind up just another victim of the evil warlord?","7.0","6.6","n/a","Sega","1989 ","http://www.gamefaqs.com/sms/588074-golden-axe"
"Golden Axe Warrior","US","Role-Playing,Action RPG","World peace is at stake! Death Adder, a wicked giant, has stolen the nine crystals from the kingdom of Firewood and has hidden them in nine labyrinths that he has created. These nine magic crystals protected the people from evil - especially from Death Adder's grasp. But now that the crystals are lost, the world is defenseless! Someone must put an end to the fiend's realm of darkness, death and destruction! Do you have what it takes to bring back peace and happiness? Trek through deep, dark forests and sail across vast, stormy seas. Chop down trees with your Battle Axe, and move rocks with your magic spells to find secret caves. When you take on Death Adder's gruesome monsters, think only of winning - or else you won't find the nine crystals. And when you do, you'll find the Golden Axe - the only weapon that can crush Death Adder!","8.3","7.5","n/a","Sega","1991 ","http://www.gamefaqs.com/sms/588075-golden-axe-warrior"
"Golfamania","US","Sports,Traditional,Golf,Sim","You'll need sharp eyes, a smooth swing, and perfect judgment if you're going to master Golfamania. Out on the links you'll have to consider the distance, the wind, the lie of the ball, where to hit the ball and which club to use. Then watch that power meter and swing for the pin!","10.0","5.3","n/a","Sanritsu","1990 ","http://www.gamefaqs.com/sms/588076-golfamania"
"Golvellius: Valley of Doom","US","Role-Playing,Action RPG","Enter the world of Golvellius. Where demons rule the valley of water... and control the creatures of land, sea and air. Where almost everyone stands against you. There is only one way in... and no way out except victory or death! It's an adventure that will take you across deserts and mountains, oceans and forests... through eerie graveyards and caves filled with danger and surprise. Golvellius has a password save feature that lets you keep all your possessions. So you never have to start an adventure empty handed!","7.0","7.6","n/a","Compile","1988 ","http://www.gamefaqs.com/sms/588077-golvellius-valley-of-doom"
"Maou Golvellius","JP","Role-Playing,Action RPG","Enter the world of Golvellius. Where demons rule the valley of water... and control the creatures of land, sea and air. Where almost everyone stands against you. There is only one way in... and no way out except victory or death! It's an adventure that will take you across deserts and mountains, oceans and forests... through eerie graveyards and caves filled with danger and surprise. Golvellius has a password save feature that lets you keep all your possessions. So you never have to start an adventure empty handed!","7.0","7.6","n/a","Compile","1988 ","http://www.gamefaqs.com/sms/588077-golvellius-valley-of-doom"
"Golvellius","SA","Role-Playing,Action RPG","Enter the world of Golvellius. Where demons rule the valley of water... and control the creatures of land, sea and air. Where almost everyone stands against you. There is only one way in... and no way out except victory or death! It's an adventure that will take you across deserts and mountains, oceans and forests... through eerie graveyards and caves filled with danger and surprise. Golvellius has a password save feature that lets you keep all your possessions. So you never have to start an adventure empty handed!","7.0","7.6","n/a","Compile","1988 ","http://www.gamefaqs.com/sms/588077-golvellius-valley-of-doom"
