"Title","Region","Genres","Description","GameFAQs_Reader_Rating","GameFAQs_Rating","MetaCritics_MetaScore","Developer","ReleaseDate","ReferenceURL"
"Home Alone","US","Action,General","Oh no! Kevin's home alone, and two burglars plan to break into the house and steal all the loot! It's up to Kevin to find and lock up all the valuables first, and delay the two crooks long enough for the police to arrive!","5.0","4.0","n/a","Probe Entertainment Limited","1993 ","http://www.gamefaqs.com/sms/570289-home-alone"
"Hook","US","Action,Platformer,2D","Your blood is pumping and a chill races down your spine! You've finally come face-to-face with the most infamous pirate of them all, Captain Hook, the fiend who's kidnapped your children and sworn never to let them go. As Peter Pan, this is the fight of your life. Everything that came before - your duel with Rufio, your battles against the pirates, even your soaring flights high above Neverland - are nothing compared to this moment. Lots of fun levels of incredible excitement. Multiple destinations: forests, caves, caverns, towns, lagoons, icy regions, and the Nevertree. Magical items that will give you strength and special powers: apples, leaves, and pixie dust.","","","","Spidersoft","Canceled ","http://www.gamefaqs.com/sms/570290-hook"
"Hoshi o Sagashite...","US","Adventure,First-Person,Sci-Fi","Hoshi o Sagashite... is an Adventure game, developed and published by Sega,which was released in Japan in 1988.","n/a","5.0","n/a","Sega","Apr2, 1988 ","http://www.gamefaqs.com/sms/570168-hoshi-o-sagashite"
"Kenseiden","US","Action,Platformer,2D","It was a land of peace and plenty... until the evil Warlocks returned in a storm of ruin and destruction! Now, they have struck the final blow by stealing your heritage... the Sword of the Dragon King and the Five Secret Scrolls. You are Hayato. The blood of the Dragon King runs in your veins. Armed only with a samurai sword, you must travel through the 16 provinces of ancient Japan, battling the Warlocks and their monstrous armies in nightmare caves and castles! If you defeat the Warlocks, you will learn the sword magic of the scrolls and... maybe... regain the Sword of the Dragon King. Fail, and your country is doomed to a thousand centuries of terror! It is a battle only you can win!","7.3","7.9","n/a","Sega","1988 ","http://www.gamefaqs.com/sms/588089-kenseiden"
"Hwarang-ui Geom","KO","Action,Platformer,2D","It was a land of peace and plenty... until the evil Warlocks returned in a storm of ruin and destruction! Now, they have struck the final blow by stealing your heritage... the Sword of the Dragon King and the Five Secret Scrolls. You are Hayato. The blood of the Dragon King runs in your veins. Armed only with a samurai sword, you must travel through the 16 provinces of ancient Japan, battling the Warlocks and their monstrous armies in nightmare caves and castles! If you defeat the Warlocks, you will learn the sword magic of the scrolls and... maybe... regain the Sword of the Dragon King. Fail, and your country is doomed to a thousand centuries of terror! It is a battle only you can win!","7.3","7.9","n/a","Sega","1988 ","http://www.gamefaqs.com/sms/588089-kenseiden"
"Impossible Mission","US","Action Adventure,Sci-Fi","Your mission, Agent 4125, is to foil a horrible plot. From an underground laboratory, Elvin, the scientist, is holding the world hostage under the threat of nuclear annihilation. You must penetrate his stronghold, avoid his human-seeking robots and find the pieces of the security code. Somersault over the robots or use a precious snooze code to deactivate them long enough to search each room. Use the Agency's computer to unscramble the passwords from the code pieces, or try to solve them yourself. You've got to reach Elvin's control center, but you'd better beware... this mission is stamped IMPOSSIBLE!","3.0","5.8","n/a","Epyx","1988 ","http://www.gamefaqs.com/sms/588085-impossible-mission"
"The Incredible Crash Dummies","US","Action,Platformer,2D","It's a crashing, bashing good time guaranteed to break you up! Whether it's an avalanche of laughs on the ski slopes, the boulevard bounce after a stunt jump, or a burst of high pressure humor testing air bags, the Incredible Crash Dummies are a real crack-up! They may have a few screws loose...but the Incredible Crash Dummies will knowck themselves out so you have a good time.","n/a","7.2","n/a","Flying Edge","1993 ","http://www.gamefaqs.com/sms/570251-the-incredible-crash-dummies"
"The Incredible Hulk","US","Action,Platformer,2D","As The Incredible Hulk&trade; you must defeat The Leader&trade;'s evil forces. Plans are afoot to produce a destructive biochemical army and The Leader&trade; has enlisted the assistance of your deadliest foes - Tyrannus&trade;, Absorbing Man&trade;, Abomination&trade; and Rhino&trade; in a quest for world domination!","n/a","5.2","n/a","Probe Software","1994 ","http://www.gamefaqs.com/sms/570270-the-incredible-hulk"
"Indiana Jones and the Last Crusade: The Action Game","US","Action,Platformer,2D","Use your whip! Use your fists! Use your wits! The chase is on, all the way to the greatest treasure in history, the Holy Grail! Scramble over the rumbling circus train, fight your way out of a giant zeppelin and race against time and ancient booby traps. You control Indy as you battle to survive one testing action-packed level after another.","5.0","6.2","n/a","Tiertex Design Studios","1990 ","http://www.gamefaqs.com/sms/570235-indiana-jones-and-the-last-crusade-the-action-game"
"Indiana Jones e a Ultima Cruzada","SA","Action,Platformer,2D","Use your whip! Use your fists! Use your wits! The chase is on, all the way to the greatest treasure in history, the Holy Grail! Scramble over the rumbling circus train, fight your way out of a giant zeppelin and race against time and ancient booby traps. You control Indy as you battle to survive one testing action-packed level after another.","5.0","6.2","n/a","Tiertex Design Studios","1990 ","http://www.gamefaqs.com/sms/570235-indiana-jones-and-the-last-crusade-the-action-game"
"Indiana Jones and the Last Crusade: The Action Game","US","Action,Platformer,2D","Use your whip! Use your fists! Use your wits! The chase is on, all the way to the greatest treasure in history, the Holy Grail! Scramble over the rumbling circus train, fight your way out of a giant zeppelin and race against time and ancient booby traps. You control Indy as you battle to survive one testing action-packed level after another.","5.0","6.2","n/a","Tiertex Design Studios","1990 ","http://www.gamefaqs.com/sms/570235-indiana-jones-and-the-last-crusade-the-action-game"
"Indiana Jones e a Ultima Cruzada","SA","Action,Platformer,2D","Use your whip! Use your fists! Use your wits! The chase is on, all the way to the greatest treasure in history, the Holy Grail! Scramble over the rumbling circus train, fight your way out of a giant zeppelin and race against time and ancient booby traps. You control Indy as you battle to survive one testing action-packed level after another.","5.0","6.2","n/a","Tiertex Design Studios","1990 ","http://www.gamefaqs.com/sms/570235-indiana-jones-and-the-last-crusade-the-action-game"
"James 'Buster' Douglas Knockout Boxing","US","Sports,Traditional,Boxing","This is your chance, big guy! James 'Buster' Douglas Knockout Boxing throws you into the ring with the meanest power-punchers around. Pound your way to the title in a game designed with input from James 'Buster' Douglas, the boxer who beat Mike Tyson. Slug and jab with devastating accuracy. Daze your opponent with a flurry of straight shots and hooks, then send him to the canvas with some vicious uppercuts. Be one of five boxers, including 'Buster' Douglas. Each fighter has his own style and characteristics, making every fight a whole new challenge. Once you win the title, you better be prepared to defend it. Each fighter will come back madder and meaner! If you're looking for a real boxing challenge, James 'Buster' Douglas is looking for you!","n/a","7.5","n/a","Sims","1990 ","http://www.gamefaqs.com/sms/570243-james-buster-douglas-knockout-boxing"
"Heavyweight Champ ","EU","Sports,Traditional,Boxing","This is your chance, big guy! James 'Buster' Douglas Knockout Boxing throws you into the ring with the meanest power-punchers around. Pound your way to the title in a game designed with input from James 'Buster' Douglas, the boxer who beat Mike Tyson. Slug and jab with devastating accuracy. Daze your opponent with a flurry of straight shots and hooks, then send him to the canvas with some vicious uppercuts. Be one of five boxers, including 'Buster' Douglas. Each fighter has his own style and characteristics, making every fight a whole new challenge. Once you win the title, you better be prepared to defend it. Each fighter will come back madder and meaner! If you're looking for a real boxing challenge, James 'Buster' Douglas is looking for you!","n/a","7.5","n/a","Sims","1990 ","http://www.gamefaqs.com/sms/570243-james-buster-douglas-knockout-boxing"
"Heavyweight Champ ","SA","Sports,Traditional,Boxing","This is your chance, big guy! James 'Buster' Douglas Knockout Boxing throws you into the ring with the meanest power-punchers around. Pound your way to the title in a game designed with input from James 'Buster' Douglas, the boxer who beat Mike Tyson. Slug and jab with devastating accuracy. Daze your opponent with a flurry of straight shots and hooks, then send him to the canvas with some vicious uppercuts. Be one of five boxers, including 'Buster' Douglas. Each fighter has his own style and characteristics, making every fight a whole new challenge. Once you win the title, you better be prepared to defend it. Each fighter will come back madder and meaner! If you're looking for a real boxing challenge, James 'Buster' Douglas is looking for you!","n/a","7.5","n/a","Sims","1990 ","http://www.gamefaqs.com/sms/570243-james-buster-douglas-knockout-boxing"
"James Bond: The Duel","US","Action,Platformer,2D","James Bond is back, pitting his wits and firepower against many of his old adversaries in an attempt to rescue the daughter of Professor Michael Jones. Brilliant Multi-Screens and fantastic animated action make this a Master System Tour de Force.","n/a","4.7","n/a","Domark","1993 ","http://www.gamefaqs.com/sms/588086-james-bond-the-duel"
"James Bond 007: The Duel ","EU","Action,Platformer,2D","James Bond is back, pitting his wits and firepower against many of his old adversaries in an attempt to rescue the daughter of Professor Michael Jones. Brilliant Multi-Screens and fantastic animated action make this a Master System Tour de Force.","n/a","4.7","n/a","Domark","1993 ","http://www.gamefaqs.com/sms/588086-james-bond-the-duel"
"James Bond 007: The Duel ","SA","Action,Platformer,2D","James Bond is back, pitting his wits and firepower against many of his old adversaries in an attempt to rescue the daughter of Professor Michael Jones. Brilliant Multi-Screens and fantastic animated action make this a Master System Tour de Force.","n/a","4.7","n/a","Domark","1993 ","http://www.gamefaqs.com/sms/588086-james-bond-the-duel"
"James Bond: The Duel","US","Action,Platformer,2D","James Bond is back, pitting his wits and firepower against many of his old adversaries in an attempt to rescue the daughter of Professor Michael Jones. Brilliant Multi-Screens and fantastic animated action make this a Master System Tour de Force.","n/a","4.7","n/a","Domark","1993 ","http://www.gamefaqs.com/sms/588086-james-bond-the-duel"
"James Bond 007: The Duel ","EU","Action,Platformer,2D","James Bond is back, pitting his wits and firepower against many of his old adversaries in an attempt to rescue the daughter of Professor Michael Jones. Brilliant Multi-Screens and fantastic animated action make this a Master System Tour de Force.","n/a","4.7","n/a","Domark","1993 ","http://www.gamefaqs.com/sms/588086-james-bond-the-duel"
"James Bond 007: The Duel ","SA","Action,Platformer,2D","James Bond is back, pitting his wits and firepower against many of his old adversaries in an attempt to rescue the daughter of Professor Michael Jones. Brilliant Multi-Screens and fantastic animated action make this a Master System Tour de Force.","n/a","4.7","n/a","Domark","1993 ","http://www.gamefaqs.com/sms/588086-james-bond-the-duel"
"James Pond 2","US","Action,Platformer,2D","The Evil 'Dr Maybe' is scheming to destroy every game factory in the world by planting his deadly penguin bombs. You must dive to the rescue as 'Robocod' - licensed to grill. 'finning off' speeding bullets, scaling walls of danger and 'fiercely filleting' killer caterpillars!","8.0","7.7","n/a","Tiertex Design Studios","1991 ","http://www.gamefaqs.com/sms/570268-james-pond-2"
"James Pond 2: Codename: Robocod","EU","Action,Platformer,2D","The Evil 'Dr Maybe' is scheming to destroy every game factory in the world by planting his deadly penguin bombs. You must dive to the rescue as 'Robocod' - licensed to grill. 'finning off' speeding bullets, scaling walls of danger and 'fiercely filleting' killer caterpillars!","8.0","7.7","n/a","Tiertex Design Studios","1991 ","http://www.gamefaqs.com/sms/570268-james-pond-2"
"James Pond 2","US","Action,Platformer,2D","The Evil 'Dr Maybe' is scheming to destroy every game factory in the world by planting his deadly penguin bombs. You must dive to the rescue as 'Robocod' - licensed to grill. 'finning off' speeding bullets, scaling walls of danger and 'fiercely filleting' killer caterpillars!","8.0","7.7","n/a","Tiertex Design Studios","1991 ","http://www.gamefaqs.com/sms/570268-james-pond-2"
"James Pond 2: Codename: Robocod","EU","Action,Platformer,2D","The Evil 'Dr Maybe' is scheming to destroy every game factory in the world by planting his deadly penguin bombs. You must dive to the rescue as 'Robocod' - licensed to grill. 'finning off' speeding bullets, scaling walls of danger and 'fiercely filleting' killer caterpillars!","8.0","7.7","n/a","Tiertex Design Studios","1991 ","http://www.gamefaqs.com/sms/570268-james-pond-2"
"Joe Montana Football","US","Sports,Traditional,Football,Sim","It's a snap! This is your chance to rub shoulder pads with Joe Montana, the man who led the 'Team of the Eighties' to four Super Bowl Championships. You provide all the fourth quarter heroics, play-calling brilliance, and pinpoint passing as you hit the field against any of 28 pro teams. Call all your own plays! Each team has a playbook with 17 offensive and six defensive options. Pick the play that you think will work best, or take the advice of Joe Montana himself, as he recommends the play he would call in each situation. You control the action on the field by switching to the key players as the play unfolds. Your strength and speed will vary by position, just like the real sport. Knock helmets with the computer or punch holes in a friend's defense. Can you keep your head cool and your passing arm hot? Pick your team. Choose the plays. Think you have what it takes to be the next Joe Montana?","n/a","5.3","n/a","Blue Sky Software","1990 ","http://www.gamefaqs.com/sms/588088-joe-montana-football"
"California Games","US","Sports,General","Hey Dude, get ready for the ultimate in rad video!Sega's California Games takes you to the sunny beaches and deserts of the California coast for some gnarly sports competition.Kick it down on a skateboard.Ride the waves to surfing heaven.Cruise the concrete on skates or the rough track on a BMX.Test your toes with a footbag or your long concentration with a flying disk.In a word: awesome.But there's more.You can play with up to 8 of your friends.Practice events.Compete in one, some or all to become the total California Champion!And you can play for some of the hottest teams around around representing the heaviest names on the circuit.So what are you waiting for?Grab your board and get ready to achieve a new state of Sega cool.","8.0","7.1","n/a","Sega","1989 ","http://www.gamefaqs.com/sms/588043-california-games"
"Jogos de Verao","SA","Sports,General","Hey Dude, get ready for the ultimate in rad video!Sega's California Games takes you to the sunny beaches and deserts of the California coast for some gnarly sports competition.Kick it down on a skateboard.Ride the waves to surfing heaven.Cruise the concrete on skates or the rough track on a BMX.Test your toes with a footbag or your long concentration with a flying disk.In a word: awesome.But there's more.You can play with up to 8 of your friends.Practice events.Compete in one, some or all to become the total California Champion!And you can play for some of the hottest teams around around representing the heaviest names on the circuit.So what are you waiting for?Grab your board and get ready to achieve a new state of Sega cool.","8.0","7.1","n/a","Sega","1989 ","http://www.gamefaqs.com/sms/588043-california-games"
"California Games II","US","Sports,Alternative,Other","Push your courage and cool to their limits in four innovative action sports from California.Showcase your skills speeding around the skateboard track, body boarding on foaming breakers, hang gliding over the ocean and snowboarding down perilous slopes.","4.0","5.2","n/a","Sega","1993 ","http://www.gamefaqs.com/sms/570284-california-games-ii"
"Jogos de Verao II","SA","Sports,Alternative,Other","Push your courage and cool to their limits in four innovative action sports from California.Showcase your skills speeding around the skateboard track, body boarding on foaming breakers, hang gliding over the ocean and snowboarding down perilous slopes.","4.0","5.2","n/a","Sega","1993 ","http://www.gamefaqs.com/sms/570284-california-games-ii"
"Summer Games","US","Action,General","The ceremonial flame is lit, the pigeons released... the Summer Games have officially begun! Athletes from eight different nations are gathered here to display their various talents. You have the chance to outshine them all. Compete in swimming, diving, and track and field events. Choose a nation to represent and go for the Golden Medal, or even a new world record!","n/a","7.3","n/a","Zap","1988 ","http://www.gamefaqs.com/sms/915757-summer-games"
"Jogos Olampicos","SA","Action,General","The ceremonial flame is lit, the pigeons released... the Summer Games have officially begun! Athletes from eight different nations are gathered here to display their various talents. You have the chance to outshine them all. Compete in swimming, diving, and track and field events. Choose a nation to represent and go for the Golden Medal, or even a new world record!","n/a","7.3","n/a","Zap","1988 ","http://www.gamefaqs.com/sms/915757-summer-games"
"Jurassic Park","US","Action Adventure,Modern","'Look Grant, you've got to help us. With the computer security system out of commission, there's no telling how many dinosaurs have escaped and are running around free. We have to recapture them or Jurassic Park won't open on schedule. Not to mention the fact that with these dangerous animals out there we have no way of getting off the island alive!'","8.0","6.7","n/a","Sega","1993 ","http://www.gamefaqs.com/sms/570232-jurassic-park"
"Kenseiden","US","Action,Platformer,2D","It was a land of peace and plenty... until the evil Warlocks returned in a storm of ruin and destruction! Now, they have struck the final blow by stealing your heritage... the Sword of the Dragon King and the Five Secret Scrolls. You are Hayato. The blood of the Dragon King runs in your veins. Armed only with a samurai sword, you must travel through the 16 provinces of ancient Japan, battling the Warlocks and their monstrous armies in nightmare caves and castles! If you defeat the Warlocks, you will learn the sword magic of the scrolls and... maybe... regain the Sword of the Dragon King. Fail, and your country is doomed to a thousand centuries of terror! It is a battle only you can win!","7.3","7.9","n/a","Sega","1988 ","http://www.gamefaqs.com/sms/588089-kenseiden"
"Hwarang-ui Geom","KO","Action,Platformer,2D","It was a land of peace and plenty... until the evil Warlocks returned in a storm of ruin and destruction! Now, they have struck the final blow by stealing your heritage... the Sword of the Dragon King and the Five Secret Scrolls. You are Hayato. The blood of the Dragon King runs in your veins. Armed only with a samurai sword, you must travel through the 16 provinces of ancient Japan, battling the Warlocks and their monstrous armies in nightmare caves and castles! If you defeat the Warlocks, you will learn the sword magic of the scrolls and... maybe... regain the Sword of the Dragon King. Fail, and your country is doomed to a thousand centuries of terror! It is a battle only you can win!","7.3","7.9","n/a","Sega","1988 ","http://www.gamefaqs.com/sms/588089-kenseiden"
"King's Quest: Quest for the Crown","US","Adventure,General","In days of old, you and the gallant Sir Graham must rescue King Edward and his beleaguered kingdom of Daventry. Your mission: To travel the kingdom, unearthing clues and challenging adversaries to locate the King's Magic Mirror, Protective Shield and Chest of Gold. Use your knowledge and skills to make the right choices and solve the riddles, while defying ogres and others along the way. But keep Sir Graham away from the many pitfalls or he'll die - and you'll lose the game! There's endless challenge and entertainment in your battle to inherit the kingdom of Daventry!","5.0","6.3","n/a","Microsmiths Inc.","1989 ","http://www.gamefaqs.com/sms/588090-kings-quest-quest-for-the-crown"
"Klax","US","Miscellaneous,Puzzle,Matching","KLAX will make you move fast and think fast! Catch colored tiles as they come down the conveyor belt and arrange them in stacks of threes,vertically, horizontally or diagonally. Sounds easy? It is - until they come tumbling so fast, it'll drive you crazy trying to catch them all - while figuring out where to stack them before you run out of room!","6.0","5.4","n/a","Atari","1991 ","http://www.gamefaqs.com/sms/570274-klax"
"Krusty's Fun House","US","Miscellaneous,Puzzle,General","Hey, kids! Give a hoot! Help out your old pal Krusty the Clown! My official Krusty's Fun House is infested with rats! I've got my loyal cadet Bart Simpson to guard the rat traps, but I need you to lead the filthy rodents into those traps! Then we blow 'em up! We laser-blast 'em! We Krusterize the little stinkers! Hoo boy! Making Krusty's Fun House vermin-free is not a pretty task, kiddy cadets - but someone's gotta do it!","n/a","7.2","n/a","Audiogenic Ltd.","1992 ","http://www.gamefaqs.com/sms/588091-krustys-fun-house"
"Krusty's Fun House","US","Miscellaneous,Puzzle,General","Hey, kids! Give a hoot! Help out your old pal Krusty the Clown! My official Krusty's Fun House is infested with rats! I've got my loyal cadet Bart Simpson to guard the rat traps, but I need you to lead the filthy rodents into those traps! Then we blow 'em up! We laser-blast 'em! We Krusterize the little stinkers! Hoo boy! Making Krusty's Fun House vermin-free is not a pretty task, kiddy cadets - but someone's gotta do it!","n/a","7.2","n/a","Audiogenic Ltd.","1992 ","http://www.gamefaqs.com/sms/588091-krustys-fun-house"
"Spellcaster","US","Role-Playing,Action RPG","You are Kane, the SpellCaster warrior of Summit Temple. You have mastered the art of shooting Ki Force from your fingertips. With magic spells you have the power to call down the strength of the Gods! Now an army of evil is sweeping the countryside, destroying temples and villages. You have been called into battle to discover who the enemy is... and what is at the heart of their evil plans. It's an adventure that will take you above and below ground, across time, space and even into the Land of the Dead! As you battle strange creatures and gain the use of magical weapons, you'll learn the truth behind the attacks and much about your destiny as an eternal warrior of truth and justice! Live through the final battle and you'll discover what it really means to be called SpellCaster!","8.0","7.4","n/a","Sega","1989 ","http://www.gamefaqs.com/sms/588147-spellcaster"
"Kujaku Ou","JP","Role-Playing,Action RPG","You are Kane, the SpellCaster warrior of Summit Temple. You have mastered the art of shooting Ki Force from your fingertips. With magic spells you have the power to call down the strength of the Gods! Now an army of evil is sweeping the countryside, destroying temples and villages. You have been called into battle to discover who the enemy is... and what is at the heart of their evil plans. It's an adventure that will take you above and below ground, across time, space and even into the Land of the Dead! As you battle strange creatures and gain the use of magical weapons, you'll learn the truth behind the attacks and much about your destiny as an eternal warrior of truth and justice! Live through the final battle and you'll discover what it really means to be called SpellCaster!","8.0","7.4","n/a","Sega","1989 ","http://www.gamefaqs.com/sms/588147-spellcaster"
"Warrior Quest","SA","Role-Playing,Action RPG","You are Kane, the SpellCaster warrior of Summit Temple. You have mastered the art of shooting Ki Force from your fingertips. With magic spells you have the power to call down the strength of the Gods! Now an army of evil is sweeping the countryside, destroying temples and villages. You have been called into battle to discover who the enemy is... and what is at the heart of their evil plans. It's an adventure that will take you above and below ground, across time, space and even into the Land of the Dead! As you battle strange creatures and gain the use of magical weapons, you'll learn the truth behind the attacks and much about your destiny as an eternal warrior of truth and justice! Live through the final battle and you'll discover what it really means to be called SpellCaster!","8.0","7.4","n/a","Sega","1989 ","http://www.gamefaqs.com/sms/588147-spellcaster"
"Kung Fu Kid","US","Action,Platformer,2D","Get ready to perform the martial arts with the precision of a master. Now is the time to accept your fate as the most courageous man alive. You're the invincible Wang. The most skilled Kung Fu artist in the history of ancient China. Armed with the mysterious and traditional Talisman, your talents are the only defense against the wicked Madanda, the most dreaded creature to ever live. He's just awakened from a sleep of several thousand years and his desire is to terrorize your village and devour its people. The battle will be furious. And nobody knows the outcome for sure. So fight with pride and power to send this unnatural force to a final resting place.","n/a","6.1","n/a","Sega","1987 ","http://www.gamefaqs.com/sms/588092-kung-fu-kid"
"Makai Retsuden","JP","Action,Platformer,2D","Get ready to perform the martial arts with the precision of a master. Now is the time to accept your fate as the most courageous man alive. You're the invincible Wang. The most skilled Kung Fu artist in the history of ancient China. Armed with the mysterious and traditional Talisman, your talents are the only defense against the wicked Madanda, the most dreaded creature to ever live. He's just awakened from a sleep of several thousand years and his desire is to terrorize your village and devour its people. The battle will be furious. And nobody knows the outcome for sure. So fight with pride and power to send this unnatural force to a final resting place.","n/a","6.1","n/a","Sega","1987 ","http://www.gamefaqs.com/sms/588092-kung-fu-kid"
"Sapo Xule: O Mestre do Kung Fu","SA","Action,Platformer,2D","Get ready to perform the martial arts with the precision of a master. Now is the time to accept your fate as the most courageous man alive. You're the invincible Wang. The most skilled Kung Fu artist in the history of ancient China. Armed with the mysterious and traditional Talisman, your talents are the only defense against the wicked Madanda, the most dreaded creature to ever live. He's just awakened from a sleep of several thousand years and his desire is to terrorize your village and devour its people. The battle will be furious. And nobody knows the outcome for sure. So fight with pride and power to send this unnatural force to a final resting place.","n/a","6.1","n/a","Sega","1987 ","http://www.gamefaqs.com/sms/588092-kung-fu-kid"
"Mickey Mouse: Land of Illusion","US","Action,Platformer,2D","Journey with Mickey Mouse through spooky castle ruins, dark caverns, an enchanted forest and a toy shop gone crazy! Use your wits and Mickey's magic to evade challenging traps, explore secret passages, and restore peace and happiness to the Land of Illusion!","9.0","7.9","n/a","Sega","1992 ","http://www.gamefaqs.com/sms/588093-mickey-mouse-land-of-illusion"
"Land of Illusion starring Mickey Mouse","EU","Action,Platformer,2D","Journey with Mickey Mouse through spooky castle ruins, dark caverns, an enchanted forest and a toy shop gone crazy! Use your wits and Mickey's magic to evade challenging traps, explore secret passages, and restore peace and happiness to the Land of Illusion!","9.0","7.9","n/a","Sega","1992 ","http://www.gamefaqs.com/sms/588093-mickey-mouse-land-of-illusion"
"Land of Illusion Estrelando Mickey Mouse","SA","Action,Platformer,2D","Journey with Mickey Mouse through spooky castle ruins, dark caverns, an enchanted forest and a toy shop gone crazy! Use your wits and Mickey's magic to evade challenging traps, explore secret passages, and restore peace and happiness to the Land of Illusion!","9.0","7.9","n/a","Sega","1992 ","http://www.gamefaqs.com/sms/588093-mickey-mouse-land-of-illusion"
"Mickey Mouse: Land of Illusion","US","Action,Platformer,2D","Journey with Mickey Mouse through spooky castle ruins, dark caverns, an enchanted forest and a toy shop gone crazy! Use your wits and Mickey's magic to evade challenging traps, explore secret passages, and restore peace and happiness to the Land of Illusion!","9.0","7.9","n/a","Sega","1992 ","http://www.gamefaqs.com/sms/588093-mickey-mouse-land-of-illusion"
"Land of Illusion starring Mickey Mouse","EU","Action,Platformer,2D","Journey with Mickey Mouse through spooky castle ruins, dark caverns, an enchanted forest and a toy shop gone crazy! Use your wits and Mickey's magic to evade challenging traps, explore secret passages, and restore peace and happiness to the Land of Illusion!","9.0","7.9","n/a","Sega","1992 ","http://www.gamefaqs.com/sms/588093-mickey-mouse-land-of-illusion"
"Land of Illusion Estrelando Mickey Mouse","SA","Action,Platformer,2D","Journey with Mickey Mouse through spooky castle ruins, dark caverns, an enchanted forest and a toy shop gone crazy! Use your wits and Mickey's magic to evade challenging traps, explore secret passages, and restore peace and happiness to the Land of Illusion!","9.0","7.9","n/a","Sega","1992 ","http://www.gamefaqs.com/sms/588093-mickey-mouse-land-of-illusion"
"Laser Ghost","US","Action,Shooter,Light Gun","Poor Katherine is scared stiff. Ghosts and goblins have stolen her soul and imprisoned her. 'Help me... somebody please help me...'","10.0","7.0","n/a","Sega","1991 ","http://www.gamefaqs.com/sms/570211-laser-ghost"
"Legend of Illusion","US","Action,Platformer,2D","Mickey is tricked into a perilous quest when the kingdom is threatened by an evil cloud of darkness. As temporary king, Mickey must solve riddles, find maps and avoid trickery across 5 magical lands to save the Tree of Life from the cowardly King Pete.","n/a","7.1","n/a","Aspect","1994 ","http://www.gamefaqs.com/sms/570278-legend-of-illusion"
"Legend of Illusion starring Mickey Mouse","SA","Action,Platformer,2D","Mickey is tricked into a perilous quest when the kingdom is threatened by an evil cloud of darkness. As temporary king, Mickey must solve riddles, find maps and avoid trickery across 5 magical lands to save the Tree of Life from the cowardly King Pete.","n/a","7.1","n/a","Aspect","1994 ","http://www.gamefaqs.com/sms/570278-legend-of-illusion"
"Legend of Illusion","US","Action,Platformer,2D","Mickey is tricked into a perilous quest when the kingdom is threatened by an evil cloud of darkness. As temporary king, Mickey must solve riddles, find maps and avoid trickery across 5 magical lands to save the Tree of Life from the cowardly King Pete.","n/a","7.1","n/a","Aspect","1994 ","http://www.gamefaqs.com/sms/570278-legend-of-illusion"
"Legend of Illusion starring Mickey Mouse","SA","Action,Platformer,2D","Mickey is tricked into a perilous quest when the kingdom is threatened by an evil cloud of darkness. As temporary king, Mickey must solve riddles, find maps and avoid trickery across 5 magical lands to save the Tree of Life from the cowardly King Pete.","n/a","7.1","n/a","Aspect","1994 ","http://www.gamefaqs.com/sms/570278-legend-of-illusion"
"Lemmings","US","Miscellaneous,Puzzle,Action","The Lemmings are on the move. These adorable but stupid creatures walk off cliffs, wander mindlessly into flames and drop like rocks into pools of water. They need you to help them dig, build and blast their way to safety through 120 challenging levels.","9.5","8.0","n/a","Psygnosis","1992 ","http://www.gamefaqs.com/sms/588094-lemmings"
"Line of Fire","US","Action,Shooter,Scrolling","Just as you stole the enemy's secret weapon and started back, the enemy spotted you! Now you must fight your way back to safety. But be careful! You're in the line of fire.","8.0","6.9","n/a","Sanritsu","1991 ","http://www.gamefaqs.com/sms/570223-line-of-fire"
"The Lion King","US","Action,Platformer,2D","Join the Lion King on his journey through ten levels of adventure. Play bonus levels as Simba's friends. Fight hyenas and avoid wildebeests. Face the ultimate battle against evil Uncle Scar.","7.0","6.6","n/a","Virgin Interactive","1994 ","http://www.gamefaqs.com/sms/570292-the-lion-king"
"Lord of the Sword","US","Action Adventure,Fantasy","The followers of the evil Ra Goan have toppled the king from the throne. None are brave enough to take his place. The Elders have decreed that any man who can pass three tests will become King of Baljinya. Find the Tree of Merill. Defeat the Goblin of Balala Valley. Destroy the Statue of Evil. It sounds easy. But the followers of Ra Goan are waiting to stop you! It's an adventure that will take you across rivers and oceans, through swamps and over mountains. You have a sword and a bow. But magical weapons may become yours... for a price. Pass the tests and you shall be king. But remember: There's more to being a Lord of The Sword than hacking apart thine enemies!","5.0","6.4","","Sega","1989 ","http://www.gamefaqs.com/sms/588096-lord-of-the-sword"
"Lord of Sword","JP","Action Adventure,Fantasy","The followers of the evil Ra Goan have toppled the king from the throne. None are brave enough to take his place. The Elders have decreed that any man who can pass three tests will become King of Baljinya. Find the Tree of Merill. Defeat the Goblin of Balala Valley. Destroy the Statue of Evil. It sounds easy. But the followers of Ra Goan are waiting to stop you! It's an adventure that will take you across rivers and oceans, through swamps and over mountains. You have a sword and a bow. But magical weapons may become yours... for a price. Pass the tests and you shall be king. But remember: There's more to being a Lord of The Sword than hacking apart thine enemies!","5.0","6.4","","Sega","1989 ","http://www.gamefaqs.com/sms/588096-lord-of-the-sword"
