"Title","Region","Genres","Description","GameFAQs_Reader_Rating","GameFAQs_Rating","MetaCritics_MetaScore","Developer","ReleaseDate","ReferenceURL"
"SD Gundam Eiyuuden: Musha Densetsu","US","Role-Playing,General","SD Gundam Eiyuuden: Musha Densetsu is a Role-Playing game, developed by Bec and published by Bandai,which was released in Japan in 2001.","n/a","n/a","n/a","Bec","Mar 15, 2001 ","http://www.gamefaqs.com/wsc/580431-sd-gundam-eiyuuden-musha-densetsu"
"SD Gundam G Generation","US","Strategy,Breeding/Constructing","SD Gundam G Generation is a Strategy game, developed and published by Bandai,which was cancelled before it was released.","","","","Bandai","Canceled ","http://www.gamefaqs.com/wsc/582260-sd-gundam-g-generation"
"SD Gundam G Generation: Gather Beat 2","US","Strategy,Breeding/Constructing","SD Gundam G Generation: Gather Beat 2 is a Strategy game, developed by Vanguard Works and published by Bandai,which was released in Japan in 2001.","9.7","8.0","n/a","Vanguard Works","Jun 14, 2001 ","http://www.gamefaqs.com/wsc/581509-sd-gundam-g-generation-gather-beat-2"
"SD Gundam G Generation: Mono-Eye Gundams","US","Strategy,General","SD Gundam G Generation: Mono-Eye Gundams is a Strategy game, developed by Vanguard Works and published by Bandai,which was released in Japan in 2002.","n/a","8.3","n/a","Vanguard Works","Sep 26, 2002 ","http://www.gamefaqs.com/wsc/582601-sd-gundam-g-generation-mono-eye-gundams"
"SD Gundam: Operation U.C.","US","Action,Shooter,Scrolling","SD Gundam: Operation U.C. is an Action game, developed and published by Bandai,which was released in Japan in 2002.","7.0","7.5","n/a","Bandai","Feb 16, 2002 ","http://www.gamefaqs.com/wsc/566235-sd-gundam-operation-uc"
"Senkaiden Ni","US","Role-Playing,General","Senkaiden Ni is a Role-Playing game, developed by Graphic Research and published by Bandai,which was released in Japan in 2000.","n/a","10.0","n/a","Graphic Research","Dec 21, 2000 ","http://www.gamefaqs.com/wsc/580342-senkaiden-ni"
"Shaman King: Mirai e no Ishi","US","Action Adventure,Fantasy","Shaman King follows the story of Yoh Asakura, a junior high student who has the rare power to communicate with ghosts and spirits. In the game, you'll assume the role of Yoh as he strives to become the next Shaman King. Guide Yoh across multiple stages filled with dangers, enemies, and traps in an effort to stop an evil shaman from resurrecting the Guardian of Demons. Master various fighting techniques as you encounter characters and locales from the Shaman King TV series and comics.","n/a","8.0","n/a","Graphic Research","Aug 29, 2002 ","http://www.gamefaqs.com/wsc/582448-shaman-king-mirai-e-no-ishi"
"Soroban Gu","US","Miscellaneous,Puzzle,General","Soroban Gu is a Miscellaneous game, developed by Mechanic Arms and published by Kaga Tech,which was released in Japan in 2000.","6.0","n/a","n/a","Mechanic Arms","Dec9, 2000 ","http://www.gamefaqs.com/wsc/579967-soroban-gu"
"Star Hearts: Hoshi to Daichi no Shisha","US","Role-Playing,General","Star Hearts: Hoshi to Daichi no Shisha is a Role-Playing game, developed and published by Bandai,which was released in Japan in 2001.","n/a","7.3","n/a","Bandai","Sep 27, 2001 ","http://www.gamefaqs.com/wsc/563042-star-hearts-hoshi-to-daichi-no-shisha"
"Super Robot Taisen Compact 3","US","Strategy,Turn-Based,Sci-Fi","Super Robot Taisen Compact 3 is a Strategy game, developed and published by Banpresto,which was released in Japan in 2003.","7.0","9.0","n/a","Banpresto","Jul 17, 2003 ","http://www.gamefaqs.com/wsc/917599-super-robot-taisen-compact-3"
"Super Robot Taisen Compact for WonderSwan Color","US","Strategy,Turn-Based,Sci-Fi","Super Robot Taisen Compact for WonderSwan Color is a Strategy game, developed by TOSE and published by Banpresto,which was released in Japan in 2001.","n/a","9.5","n/a","TOSE","Dec 13, 2001 ","http://www.gamefaqs.com/wsc/566008-super-robot-taisen-compact-for-wonderswan-color"
"Terrors 2","US","Adventure,General","Terrors 2 is an Adventure game, developed by Megas and published by Bandai,which was released in Japan in 2000.","n/a","6.5","n/a","Megas","Dec 21, 2000 ","http://www.gamefaqs.com/wsc/579972-terrors-2"
"Tetris","US","Miscellaneous,Puzzle,Stacking","Your pulse quickens. Beams, boxes, zig-zags and 'L' shaped building blocks drop relentlessly down a narrow passage. You quickly spin, shift, and align the shapes then slide them in for a perfect fit. It's challenging and the pace is demanding. But satisfaction comes as you position each block neatly into place.","n/a","8.5","n/a","Vanguard","Apr 18, 2002 ","http://www.gamefaqs.com/wsc/568109-tetris"
"Tonpuso","US","Miscellaneous,Board Games","Tonpuso is a Miscellaneous game, developed and published by Bandai,which was released in Japan in 2001.","n/a","n/a","n/a","Bandai","Jun 28, 2001 ","http://www.gamefaqs.com/wsc/580554-tonpuso"
"Trump Collection 2: Bottom Up Teki Sekai Isshuu no Tabi","US","Miscellaneous,Parlor,Gambling","Trump Collection 2: Bottom Up Teki Sekai Isshuu no Tabi is a Miscellaneous game, published by Bottom Up,which was released in Japan in 2000.","n/a","n/a","n/a","Bottom Up","Sep 28, 2000 ","http://www.gamefaqs.com/wsc/579260-trump-collection-2-bottom-up-teki-sekai-isshuu-no"
"Uchuu Senkan Yamato","US","Strategy,Turn-Based,Sci-Fi","Uchuu Senkan Yamato is a Strategy game, developed by Tom Create and published by Bandai Visual,which was released in Japan in 2001.","n/a","6.0","n/a","Tom Create","Feb8, 2001 ","http://www.gamefaqs.com/wsc/580428-uchuu-senkan-yamato"
"Ultraman: Hikari no Kuni no Shisha","US","Action,Fighting,2D","Ultraman: Hikari no Kuni no Shisha is an Action game, developed by Tom Create and published by Bandai,which was released in Japan in 2001.","n/a","5.0","n/a","Tom Create","Jun 21, 2001 ","http://www.gamefaqs.com/wsc/581502-ultraman-hikari-no-kuni-no-shisha"
"Wild Card","US","Role-Playing,General","Wild Card is a Role-Playing game, developed and published by SquareSoft,which was released in Japan in 2001.","8.0","7.5","n/a","SquareSoft","Mar 29, 2001 ","http://www.gamefaqs.com/wsc/580426-wild-card"
"With You: Mitsumete Itai","US","Adventure,General","With You: Mitsumete Itai is an Adventure game, developed by Shall Luck Plus and published by Cocktail Soft,which was released in Japan in 2001.","n/a","n/a","n/a","Shall Luck Plus","Jan 25, 2001 ","http://www.gamefaqs.com/wsc/580434-with-you-mitsumete-itai"
"Wizardry","US","Role-Playing,General","Wizardry is a Role-Playing game, developed by Sting and published by Bandai,which was released in Japan in 2001.","n/a","8.0","n/a","Sting","Mar1, 2001 ","http://www.gamefaqs.com/wsc/580433-wizardry"
"Wizardry Scenario #1: Proving Grounds of the Mad Overlord","JP","Role-Playing,General","Wizardry is a Role-Playing game, developed by Sting and published by Bandai,which was released in Japan in 2001.","n/a","8.0","n/a","Sting","Mar1, 2001 ","http://www.gamefaqs.com/wsc/580433-wizardry"
"Wizardry","US","Role-Playing,General","Wizardry is a Role-Playing game, developed by Sting and published by Bandai,which was released in Japan in 2001.","n/a","8.0","n/a","Sting","Mar1, 2001 ","http://www.gamefaqs.com/wsc/580433-wizardry"
"Wizardry Scenario #1: Proving Grounds of the Mad Overlord","JP","Role-Playing,General","Wizardry is a Role-Playing game, developed by Sting and published by Bandai,which was released in Japan in 2001.","n/a","8.0","n/a","Sting","Mar1, 2001 ","http://www.gamefaqs.com/wsc/580433-wizardry"
"Wonder Classic","US","Sports,Traditional,Golf,Sim","Wonder Classic is a Sports game, developed by Yoshidayama Workshop and published by Bandai,which was released in Japan in 2001.","n/a","7.0","n/a","Yoshidayama Workshop","Jan 18, 2001 ","http://www.gamefaqs.com/wsc/579973-wonder-classic"
"WonderSwan Color","US","Hardware,Console","WonderSwan Color is a Hardware game, developed and published by Bandai,which was released in Japan in 2000.","8.0","8.8","n/a","Bandai","Dec9, 2000 ","http://www.gamefaqs.com/wsc/916600-wonderswan-color"
"X: Card of Fate","US","Strategy,Breeding/Constructing","X: Card of Fate is a Strategy game, developed by Access and published by Bandai,which was released in Japan in 2002.","n/a","6.5","n/a","Access","Jun 27, 2002 ","http://www.gamefaqs.com/wsc/578125-x-card-of-fate"
"XI [sai] Little","US","Miscellaneous,Puzzle,Matching","XI [sai] Little is a Miscellaneous game, developed by MBI and published by Bandai,which was released in Japan in 2001.","n/a","n/a","n/a","MBI","Dec 20, 2001 ","http://www.gamefaqs.com/wsc/566156-xi-sai-little"
