"Title","Genres","Description","GameFAQs_Reader_Rating","GameFAQs_Rating","MetaCritics_MetaScore","Developer","ReleaseDate","ReferenceURL",
"Dragon Half","Role-Playing,General","Dragon Half is a Role-Playing game, published by Micro Cabin,which was released in Japan in 1994.","n/a","8.3","n/a","Micro Cabin","Sep 30, 1994 ","http://www.gamefaqs.com/turbocd/589265-dragon-half"
"Dragon Knight & Graffiti","Role-Playing,General","Dragon Knight & Graffiti is a Role-Playing game, developed by Elf and published by NEC Interchannel,which was released in Japan in 1995.","n/a","8.0","n/a","Elf","Mar 31, 1995 ","http://www.gamefaqs.com/turbocd/589269-dragon-knight-and-graffiti"
"Dragon Knight II","Role-Playing,General","Dragon Knight II is a Role-Playing game, developed by TamTam and published by NEC Interchannel,which was released in Japan in 1992.","n/a","6.5","n/a","TamTam","Aug7, 1992 ","http://www.gamefaqs.com/turbocd/589270-dragon-knight-ii"
"Dragon Knight III","Role-Playing,General","Dragon Knight III is a Role-Playing game, published by NEC Interchannel,which was released in Japan in 1994.","n/a","5.7","","","","http://www.gamefaqs.com/turbocd/589271-dragon-knight-iii"
"Dragon Slayer: The Legend of Heroes","Role-Playing,General","Dragon Slayer: The Legend of Heroes is a Role-Playing game, developed by Falcom and published by Hudson,which was released in Japan in 1991.","7.0","7.7","n/a","Falcom","1992 ","http://www.gamefaqs.com/turbocd/589266-dragon-slayer-the-legend-of-heroes"
"Dragon Slayer: Eiyuu Densetsu II","Role-Playing,General","Dragon Slayer: Eiyuu Densetsu II is a Role-Playing game, developed by Alfa System and published by Hudson,which was released in Japan in 1992.","4.0","6.0","n/a","Alfa System","Dec 23, 1992 ","http://www.gamefaqs.com/turbocd/589267-dragon-slayer-eiyuu-densetsu-ii"
"Dragon Slayer: The Legend of Heroes","Role-Playing,General","Dragon Slayer: The Legend of Heroes is a Role-Playing game, developed by Falcom and published by Hudson,which was released in Japan in 1991.","7.0","7.7","n/a","Falcom","1992 ","http://www.gamefaqs.com/turbocd/589266-dragon-slayer-the-legend-of-heroes"
"Dungeon Explorer II","Role-Playing,Action RPG","Dungeon Explorer II is a Role-Playing game, published by Hudson,which was released in Japan in 1993.","10.0","7.9","n/a","Hudson","1993 ","http://www.gamefaqs.com/turbocd/589273-dungeon-explorer-ii"
"Dungeon Master: Theron's Quest","Role-Playing,First-Person","Dungeon Master: Theron's Quest is a Role-Playing game, developed by FTL Games and published by Victor Interactive Software,which was released in Japan in 1992.","n/a","6.5","n/a","FTL Games","1993 ","http://www.gamefaqs.com/turbocd/589272-dungeon-master-therons-quest"
"The Dynastic Hero","Role-Playing,Action RPG","The Dynastic Hero is a Role-Playing game, developed by Alfa System and published by Turbo Technologies, Inc.,which was released in 1993.","8.7","8.0","","","","http://www.gamefaqs.com/turbocd/589274-the-dynastic-hero"
"Efera & Jiliora: The Emblem From Darkness","Role-Playing,Action RPG","Efera & Jiliora: The Emblem From Darkness is a Role-Playing game, published by Brain Gray,which was released in Japan in 1991.","n/a","5.5","n/a","Brain Gray","Dec 13, 1991 ","http://www.gamefaqs.com/turbocd/589276-efera-and-jiliora-the-emblem-from-darkness"
"Eikan wa Kimi ni: Koukou Yakyuu Zenkoku Taikai","Sports,Traditional,Baseball,Sim","Eikan wa Kimi ni: Koukou Yakyuu Zenkoku Taikai is a Sports game, published by Artdink,which was released in Japan in 1994.","n/a","n/a","n/a","Artdink","Jul 15, 1994 ","http://www.gamefaqs.com/turbocd/589277-eikan-wa-kimi-ni-koukou-yakyuu-zenkoku-taikai"
"Eikan wa Kimi ni: Koukou Yakyuu Zenkoku Taikai","Sports,Traditional,Baseball,Sim","Eikan wa Kimi ni: Koukou Yakyuu Zenkoku Taikai is a Sports game, published by Artdink,which was released in Japan in 1994.","n/a","n/a","n/a","Artdink","Jul 15, 1994 ","http://www.gamefaqs.com/turbocd/589277-eikan-wa-kimi-ni-koukou-yakyuu-zenkoku-taikai"
"Eiyuu San Goku Shi","Strategy,Breeding/Constructing","Eiyuu San Goku Shi is a Strategy game, published by Irem,which was released in Japan in 1993.","n/a","8.0","n/a","Irem","Mar 26, 1993 ","http://www.gamefaqs.com/turbocd/589278-eiyuu-san-goku-shi"
"Emerald Dragon","Role-Playing,General","Emerald Dragon is a Role-Playing game, published by NEC Interchannel,which was released in Japan in 1994.","n/a","10.0","","","","http://www.gamefaqs.com/turbocd/589279-emerald-dragon"
"Exile","Action,Platformer,2D","Exile is an Action game, developed by Telenet and published by Nippon Telenet,which was released in Japan in 1991.","n/a","7.4","","","","http://www.gamefaqs.com/turbocd/589280-exile"
"Exile: Wicked Phenomenon","Role-Playing,Action RPG","Exile: Wicked Phenomenon is a Role-Playing game, developed by Telenet and published by Nippon Telenet,which was released in Japan in 1992.","n/a","6.8","n/a","Telenet","1993 ","http://www.gamefaqs.com/turbocd/589281-exile-wicked-phenomenon"
"Exile","Action,Platformer,2D","Exile is an Action game, developed by Telenet and published by Nippon Telenet,which was released in Japan in 1991.","n/a","7.4","","","","http://www.gamefaqs.com/turbocd/589280-exile"
"Exile: Wicked Phenomenon","Role-Playing,Action RPG","Exile: Wicked Phenomenon is a Role-Playing game, developed by Telenet and published by Nippon Telenet,which was released in Japan in 1992.","n/a","6.8","n/a","Telenet","1993 ","http://www.gamefaqs.com/turbocd/589281-exile-wicked-phenomenon"
"F1 Circus Special: Pole To Win","Driving,Racing,Arcade","F1 Circus Special: Pole To Win is a Driving game, published by Nichibutsu,which was released in Japan in 1992.","n/a","n/a","n/a","Nichibutsu","Jun 26, 1992 ","http://www.gamefaqs.com/turbocd/589282-f1-circus-special-pole-to-win"
"F1 Team Simulation: Project F","Driving,Racing,Arcade","F1 Team Simulation: Project F is a Driving game, published by Nippon Telenet,which was released in Japan in 1992.","n/a","n/a","n/a","Nippon Telenet","Sep4, 1992 ","http://www.gamefaqs.com/turbocd/563736-f1-team-simulation-project-f"
"Faceball","Action,General","Faceball is an Action game, published by River Hill Software,which was released in Japan in 1993.","n/a","n/a","n/a","River Hill Software","Nov 26, 1993 ","http://www.gamefaqs.com/turbocd/571613-faceball"
"Star Parodier","Action,Shooter,Scrolling","Star Parodier is an Action game, developed by Inter State and published by Hudson,which was released in Japan in 1992.","8.7","7.9","","","","http://www.gamefaqs.com/turbocd/916105-star-parodier"
"Farjius no Jakoutei: Neo Metal Fantasy","Role-Playing,General","Farjius no Jakoutei: Neo Metal Fantasy is a Role-Playing game, developed and published by Human Entertainment,which was released in Japan in 1992.","n/a","10.0","n/a","Human Entertainment","Aug 29, 1992 ","http://www.gamefaqs.com/turbocd/563707-farjius-no-jakoutei-neo-metal-fantasy"
"Fatal Fury Special","Action,Fighting,2D","The GRANDMOTHER of all battles! 15 of the FATAL FURY series' top stars gather in the match of the millenium! Use the resurrected Geese Howard and Wolfgang Krauser in a dazzling arena! All you have ever wanted in a fighting game is here in FATAL FURY SPECIAL!","8.0","8.0","n/a","Mutech","Dec2, 1994 ","http://www.gamefaqs.com/turbocd/589288-fatal-fury-special"
"Faussete Amour","Action,Platformer,2D","Faussete Amour is an Action game, developed by AIM and published by Naxat Soft,which was released in Japan in 1993.","n/a","6.6","n/a","AIM","Mar 26, 1993 ","http://www.gamefaqs.com/turbocd/589289-faussete-amour"
"Fiend Hunter","Action,General","Fiend Hunter is an Action game, developed and published by Right Stuff,which was released in Japan in 1993.","7.0","5.0","n/a","Right Stuff","Apr 16, 1993 ","http://www.gamefaqs.com/turbocd/589290-fiend-hunter"
"Fighting Street","Action,Fighting,2D","Deep inside you there lurks a warrior. Let him loose! And test him against the martial arts champions of 5 nations. Grit your teeth, pump up and take after Retsu and Geki from Japan. Most worthy opponents! But watch out for the baddest - Adon and Sagat, a couple of Thai's. Mike and Joe (USA), Birdi and Eagle (UK), Lee and Gen (China) all have their own special &quot;tricks.&quot; Be quick and strong, or be gone!","7.0","5.8","","","","http://www.gamefaqs.com/turbocd/589291-fighting-street"
"Final Zone II","Action,General","Final Zone II is an Action game, published by Nippon Telenet,which was released in Japan in 1990.","7.0","7.0","","","","http://www.gamefaqs.com/turbocd/589292-final-zone-ii"
"Flash Hiders","Action,Fighting,2D","Flash Hiders is an Action game, developed and published by Right Stuff,which was released in Japan in 1993.","n/a","7.5","n/a","Right Stuff","Dec 19, 1993 ","http://www.gamefaqs.com/turbocd/589294-flash-hiders"
"Forgotten Worlds","Action,Shooter,Scrolling","The planet used to be beautiful, with gorgeous cities and gleaming countrysides. Until the Aliens attacked! With fire, bombs, and napalm they devastated the world! They made the planet so abominable that it became an outcast in the universe - the Forgotten World. Until you, the Nameless One, appear. You're a Super Warrior of incredible power and energy. You make it your business to reclaim the panet for its rightful owners - the Human Beings!","n/a","6.8","n/a","NEC","1992 ","http://www.gamefaqs.com/turbocd/589295-forgotten-worlds"
"Formation Soccer '95: Della Serie A","Sports,Traditional,Soccer,Sim","Formation Soccer '95: Della Serie A is a Sports game, developed by HuneX and published by Human Entertainment,which was released in Japan in 1995.","n/a","8.0","n/a","HuneX","Apr7, 1995 ","http://www.gamefaqs.com/turbocd/589296-formation-soccer-95-della-serie-a"
"Fray CD:Xak Gaiden","Action,General","Fray CD:Xak Gaiden is an Action game, published by Micro Cabin,which was released in Japan in 1994.","n/a","8.0","n/a","Micro Cabin","Mar 30, 1994 ","http://www.gamefaqs.com/turbocd/589297-fray-cd-xak-gaiden"
"Fushigi no Umi Nadia: The Secret of Blue Water","Adventure,General","Fushigi no Umi Nadia: The Secret of Blue Water is an Adventure game, developed and published by Hudson,which was released in Japan in 1993.","4.0","n/a","n/a","Hudson","Jan 29, 1993 ","http://www.gamefaqs.com/turbocd/589298-fushigi-no-umi-nadia-the-secret-of-blue-water"
"Gain Ground SX","Action,General","Gain Ground became a sensation overnight as the newest human vs. Android competition. One day, though, the Mother Computer that controlled the androids went crazy and trapped spectators in the Coliseum. Join the group of skilled fighters who are trying to defeat the system, and save those innocent people from a fate worse than death!","10.0","n/a","n/a","Bits Laboratory","Dec 25, 1992 ","http://www.gamefaqs.com/turbocd/589299-gain-ground-sx"
"Gakuraito TDF 2","Strategy,Breeding/Constructing","Gakuraito TDF 2 is a Strategy game, published by Pack-In-Video,which was released in Japan in 1991.","n/a","n/a","n/a","Pack-In-Video","Jan 25, 1991 ","http://www.gamefaqs.com/turbocd/589300-gakuraito-tdf-2"
"Galaxy Keiji Gayvan","Action,General","Galaxy Keiji Gayvan is an Action game, developed by Fill-In Cafe and published by Intec,which was released in Japan in 1993.","n/a","7.0","n/a","Fill-In Cafe","Oct 29, 1993 ","http://www.gamefaqs.com/turbocd/589301-galaxy-keiji-gayvan"
"Gambler Jiko Chuushinha","Miscellaneous,Board Games","Gambler Jiko Chuushinha is a Miscellaneous game, developed by Game Arts and published by Hudson,which was released in Japan in 1989.","n/a","8.5","n/a","Game Arts","Nov 24, 1989 ","http://www.gamefaqs.com/turbocd/916031-gambler-jiko-chuushinha"
"Gambler Jiko Chuushinha: Mahjong Puzzle Collection","Miscellaneous,Puzzle,General","Gambler Jiko Chuushinha: Mahjong Puzzle Collection is a Miscellaneous game, published by Taito Corporation,which was released in Japan in 1992.","n/a","n/a","n/a","Taito Corporation","Feb 28, 1992 ","http://www.gamefaqs.com/turbocd/916032-gambler-jiko-chuushinha-mahjong-puzzle-collection"
"Garou Densetsu 2","Action,Fighting,2D","Garou Densetsu 2 is an Action game, published by Hudson,which was released in Japan in 1994.","n/a","7.3","n/a","Hudson","Mar 12, 1994 ","http://www.gamefaqs.com/turbocd/589287-garou-densetsu-2"
"Garou Densetsu 2","Action,Fighting,2D","Garou Densetsu 2 is an Action game, published by Hudson,which was released in Japan in 1994.","n/a","7.3","n/a","Hudson","Mar 12, 1994 ","http://www.gamefaqs.com/turbocd/589287-garou-densetsu-2"
"Fatal Fury Special","Action,Fighting,2D","The GRANDMOTHER of all battles! 15 of the FATAL FURY series' top stars gather in the match of the millenium! Use the resurrected Geese Howard and Wolfgang Krauser in a dazzling arena! All you have ever wanted in a fighting game is here in FATAL FURY SPECIAL!","8.0","8.0","n/a","Mutech","Dec2, 1994 ","http://www.gamefaqs.com/turbocd/589288-fatal-fury-special"
"Gate of Thunder","Action,Shooter,Scrolling","Gate of Thunder is an Action game, developed by RED Entertainment and published by Hudson Soft,which was released in Japan in 1992.","8.8","8.4","","","","http://www.gamefaqs.com/turbocd/589304-gate-of-thunder"
"Genocide","Action,General","Genocide is an Action game, published by Brain Gray,which was released in Japan in 1992.","n/a","4.0","n/a","Brain Gray","Jun 26, 1992 ","http://www.gamefaqs.com/turbocd/589305-genocide"
"Gensou Tairiku Auleria","Role-Playing,Action RPG","Gensou Tairiku Auleria is a Role-Playing game, developed by WinkySoft and published by Taito Corporation,which was released in Japan in 1993.","7.0","n/a","n/a","WinkySoft","Feb 26, 1993 ","http://www.gamefaqs.com/turbocd/589306-gensou-tairiku-auleria"
"Ginga Fukei Densetsu: Sapphire","Action,Shooter,Scrolling","Ginga Fukei Densetsu: Sapphire is an Action game, developed by CAProduction and published by Hudson,which was released in Japan in 1995.","8.5","8.3","","","","http://www.gamefaqs.com/turbocd/589307-ginga-fukei-densetsu-sapphire"
"Ginga Ojousama Densetsu Yuna","Adventure,General","Ginga Ojousama Densetsu Yuna is an Adventure game, developed by RED Entertainment and published by Hudson,which was released in Japan in 1992.","n/a","n/a","n/a","RED Entertainment","Oct 23, 1992 ","http://www.gamefaqs.com/turbocd/589302-ginga-ojousama-densetsu-yuna"
"Ginga Ojousama Densetsu Yuna 2: Eien no Princess","Adventure,General","Ginga Ojousama Densetsu Yuna 2: Eien no Princess is an Adventure game, developed by Will and published by Hudson,which was released in Japan in 1995.","n/a","n/a","n/a","Will","Jun 30, 1995 ","http://www.gamefaqs.com/turbocd/589303-ginga-ojousama-densetsu-yuna-2-eien-no-princess"
"Go! Go! Birdie Chance","Sports,Traditional,Golf,Sim","Go! Go! Birdie Chance is a Sports game, developed by HuneX and published by NEC Interchannel,which was released in Japan in 1996.","n/a","n/a","n/a","HuneX","Jun 28, 1996 ","http://www.gamefaqs.com/turbocd/589308-go-go-birdie-chance"
"God Panic: Shijou Saikyou Gundan","Action,Shooter,Scrolling","God Panic: Shijou Saikyou Gundan is an Action game, published by Teichiku Records,which was released in Japan in 1992.","n/a","7.0","n/a","Teichiku Records","Nov 27, 1992 ","http://www.gamefaqs.com/turbocd/589309-god-panic-shijou-saikyou-gundan"
"Godzilla","Miscellaneous,Puzzle,General","Godzilla is a Miscellaneous game, developed by Alfa System and published by Turbo Technologies, Inc.,which was released in 1993.","8.0","9.0","n/a","Alfa System","1993 ","http://www.gamefaqs.com/turbocd/589310-godzilla"
"Godzilla","Miscellaneous,Puzzle,General","Godzilla is a Miscellaneous game, developed by Alfa System and published by Turbo Technologies, Inc.,which was released in 1993.","8.0","9.0","n/a","Alfa System","1993 ","http://www.gamefaqs.com/turbocd/589310-godzilla"
"Golden Axe","Action,Beat-'Em-Up","The residents of the once-peaceful city of Yuria have lost the legendary Golden Axe - the very thing that had shielded them from evil for so long. It is now in the hands of the unscrupulous titan, Death-Adder. Tarik, the seasoned warrior whose skill with his giant sword is both praised and feared throughout the land, has come forth to try and wrest the Axe from the grasp of the black-hearted warlord. Help Tarik to battle the many types of bandits that Death-Adder has amassed to protect himself. Using the sword, and certain very special magical powers, guide Tarik through the gauntlet of bandits to Death-Adder's castle! He'll be waiting there for you, and he's terribly reluctant to give up the Golden Axe! Are you brave enough to bring back the Axe, and thus restore tranquility to Yuria, or will you wind up just another victim of the evil warlord?","n/a","1.5","n/a","Nippon Telenet","Mar 16, 1990 ","http://www.gamefaqs.com/turbocd/589311-golden-axe"
"Gotzendiener","Action,General","Gotzendiener is an Action game, developed by Studio Alex and published by NEC Interchannel,which was released in Japan in 1994.","8.0","8.0","n/a","Studio Alex","Nov 25, 1994 ","http://www.gamefaqs.com/turbocd/589314-gotzendiener"
"Gradius II: Gofer no Yabou","Action,Shooter,Scrolling","Gradius II: Gofer no Yabou is an Action game, published by Konami,which was released in Japan in 1992.","3.0","8.2","","","","http://www.gamefaqs.com/turbocd/589312-gradius-ii-gofer-no-yabou"
"GS Mikami","Adventure,General","GS Mikami is an Adventure game, published by Banpresto,which was released in Japan in 1994.","n/a","8.0","n/a","Banpresto","Jul 29, 1994 ","http://www.gamefaqs.com/turbocd/589313-gs-mikami"
"Hatsukoi Monogatari","Miscellaneous,Board Games","Hatsukoi Monogatari is a Miscellaneous game, developed by Koga Game Factory and published by Tokuma Shoten,which was released in Japan in 1994.","n/a","n/a","n/a","Koga Game Factory","Apr 28, 1994 ","http://www.gamefaqs.com/turbocd/916035-hatsukoi-monogatari"
"Hawk F-123","Action,Shooter,Scrolling","Hawk F-123 is an Action game, developed by Make and published by Pack-In-Video,which was released in Japan in 1992.","n/a","6.0","n/a","Make","Mar 13, 1992 ","http://www.gamefaqs.com/turbocd/916037-hawk-f-123"
"Hellfire S","Action,Shooter,Scrolling","Hellfire S is an Action game, developed by Bits Laboratory and published by NEC Interchannel,which was released in Japan in 1991.","n/a","8.0","n/a","Bits Laboratory","Apr 12, 1991 ","http://www.gamefaqs.com/turbocd/916039-hellfire-s"
"Hi-Leg Fantasy","Role-Playing,General","Hi-Leg Fantasy is a Role-Playing game, developed by Bits Laboratory and published by Games Express,which was released in Japan in 1994.","10.0","n/a","n/a","Bits Laboratory","Sep 16, 1994 ","http://www.gamefaqs.com/turbocd/916041-hi-leg-fantasy"
"High Grenadier","Strategy,Breeding/Constructing","High Grenadier is a Strategy game, developed and published by Nippon Telenet,which was released in Japan in 1991.","n/a","n/a","n/a","Nippon Telenet","Apr 12, 1991 ","http://www.gamefaqs.com/turbocd/916040-high-grenadier"
"Hihou Densetsu Chris no Bouken","Action,General","Hihou Densetsu Chris no Bouken is an Action game, developed by Arc System Works and published by Pack-In-Video,which was released in Japan in 1991.","n/a","10.0","n/a","Arc System Works","Dec 13, 1991 ","http://www.gamefaqs.com/turbocd/589187-hihou-densetsu-chris-no-bouken"
"Himitsu no Hanazono","Adventure,General","Himitsu no Hanazono is an Adventure game, developed and published by Tokuma Shoten,which was released in Japan in 1993.","n/a","8.0","n/a","Tokuma Shoten","Dec 10, 1993 ","http://www.gamefaqs.com/turbocd/916042-himitsu-no-hanazono"
"Horror Story","Action,General","Horror Story is an Action game, published by NEC Interchannel,which was released in Japan in 1993.","n/a","n/a","n/a","NEC Interchannel","Feb 26, 1993 ","http://www.gamefaqs.com/turbocd/916043-horror-story"
"Human Sports Festival","Sports,General","Human Sports Festival is a Sports game, developed and published by Human Entertainment,which was released in Japan in 1992.","n/a","7.3","n/a","Human Entertainment","Feb 28, 1992 ","http://www.gamefaqs.com/turbocd/916044-human-sports-festival"
"Hyaku Monogatari: Hontoni Atta Kowai Hanashi","Miscellaneous,General","Hyaku Monogatari: Hontoni Atta Kowai Hanashi is a Miscellaneous game, developed and published by Hudson,which was released in Japan in 1995.","n/a","n/a","n/a","Hudson","Aug4, 1995 ","http://www.gamefaqs.com/turbocd/916046-hyaku-monogatari-hontoni-atta-kowai-hanashi"
"Hyper Dyne Side Arms Special","Action,Shooter,Scrolling","Hyper Dyne Side Arms Special is an Action game, developed by Capcom and published by NEC Interchannel,which was released in Japan in 1989.","n/a","7.0","n/a","Capcom","Dec 15, 1989 ","http://www.gamefaqs.com/turbocd/563802-hyper-dyne-side-arms-special"
"Hyper Wars","Strategy,Breeding/Constructing","Hyper Wars is a Strategy game, published by Hudson,which was released in Japan in 1994.","n/a","7.0","n/a","Hudson","Nov5, 1994 ","http://www.gamefaqs.com/turbocd/916047-hyper-wars"
"Iga Ninden Gaou","Action,General","Iga Ninden Gaou is an Action game, published by Nichibutsu,which was released in Japan in 1993.","6.0","7.0","n/a","Nichibutsu","Dec 10, 1993 ","http://www.gamefaqs.com/turbocd/916072-iga-ninden-gaou"
"Image Fight II","Action,Shooter,Scrolling","Image Fight II is an Action game, published by Irem,which was released in Japan in 1992.","n/a","7.2","n/a","Irem","Dec 18, 1992 ","http://www.gamefaqs.com/turbocd/916048-image-fight-ii"
"Inoue Mami: Kono Hoshi ni Tatta Hitori no Kimi","Adventure,General","Inoue Mami: Kono Hoshi ni Tatta Hitori no Kimi is an Adventure game, published by Hudson,which was released in Japan in 1992.","n/a","n/a","","","","http://www.gamefaqs.com/turbocd/916049-inoue-mami-kono-hoshi-ni-tatta-hitori-no-kimi"
"Insanity","Miscellaneous,Puzzle,General","Insanity is a Miscellaneous game, developed and published by Aetherbyte,which was released in Japan in 2009.","n/a","n/a","","","","http://www.gamefaqs.com/turbocd/671360-insanity"
"IQ Panic","Miscellaneous,General","IQ Panic is a Miscellaneous game, published by IGS,which was released in Japan in 1992.","n/a","n/a","n/a","IGS","Feb 21, 1992 ","http://www.gamefaqs.com/turbocd/916050-iq-panic"
"It Came From The Desert","Action Adventure,Fantasy","A crawling terror whose towering fury no one can escape. A new dimension in terror that will have you screaming for mercy. Ants 20 feet tall go marching one by one using your home town as a human picnic basket! Panic grips the city as these monster-sized mutations strike terror again... and again... and again. Witness science fiction become fact as the unimaginable becomes real... the impossible becomes true! You'll marvel as the screen explodes with action so real you can feel the desert wind chap your parched lips. Sound effects so eerie, you can hear the distant marching of giant harvester ants on the prowl! Human drama abounds! Blackmailing rivals, land scams, love triangles and desert cults!","10.0","7.0","n/a","Interactive Pictures","1991 ","http://www.gamefaqs.com/turbocd/916051-it-came-from-the-desert"
"J.B. Harold Murder Club","Adventure,General","The mystery begins with a stream of blood running down Bill Robbins' back. Now it's up to you, J.B., to track down the culprit whose hand twisted the knife. Enemies? The victim had so many, they must have been standing in line to bump him off. But the murderer will never get away because the amazing technology of TurboGrafx-CD will make all suspects answer to you as you grill them and dig up clues. Unravel a dark world of chilling secrets, hidden mysteries, sultry dames and deceit to crack the case. Yeah, J.B., everyone has something to hide. Don't let them hide it from you!","9.0","5.0","n/a","Riverhillsoft","1991 ","http://www.gamefaqs.com/turbocd/916052-jb-harold-murder-club"
"J.B. Harold Murder Club","Adventure,General","The mystery begins with a stream of blood running down Bill Robbins' back. Now it's up to you, J.B., to track down the culprit whose hand twisted the knife. Enemies? The victim had so many, they must have been standing in line to bump him off. But the murderer will never get away because the amazing technology of TurboGrafx-CD will make all suspects answer to you as you grill them and dig up clues. Unravel a dark world of chilling secrets, hidden mysteries, sultry dames and deceit to crack the case. Yeah, J.B., everyone has something to hide. Don't let them hide it from you!","9.0","5.0","n/a","Riverhillsoft","1991 ","http://www.gamefaqs.com/turbocd/916052-jb-harold-murder-club"
"J.League Tremendous Soccer '94","Sports,Traditional,Soccer,Sim","J.League Tremendous Soccer '94 is a Sports game, developed by HuneX and published by NEC Interchannel,which was released in Japan in 1994.","n/a","n/a","n/a","HuneX","Dec 23, 1994 ","http://www.gamefaqs.com/turbocd/916053-jleague-tremendous-soccer-94"
"Jack Nicklaus' World Golf Tour","Sports,Traditional,Golf,Sim","Jack Nicklaus' World Golf Tour is a Sports game, developed by Sculptured Software and published by Victor Interactive Software,which was released in Japan in 1990.","n/a","n/a","n/a","Sculptured Software","1992 ","http://www.gamefaqs.com/turbocd/916054-jack-nicklaus-world-golf-tour"
"Jack Nicklaus' World Golf Tour","Sports,Traditional,Golf,Sim","Jack Nicklaus' World Golf Tour is a Sports game, developed by Sculptured Software and published by Victor Interactive Software,which was released in Japan in 1990.","n/a","n/a","n/a","Sculptured Software","1992 ","http://www.gamefaqs.com/turbocd/916054-jack-nicklaus-world-golf-tour"
"Janshin Densetsu","Miscellaneous,Board Games","Janshin Densetsu is a Miscellaneous game, developed by Santos and published by NEC Interchannel,which was released in Japan in 1995.","n/a","n/a","n/a","Santos","Feb 24, 1995 ","http://www.gamefaqs.com/turbocd/571614-janshin-densetsu"
"Jantei Monogatari","Miscellaneous,Board Games","Jantei Monogatari is a Miscellaneous game, developed by ATLUS and published by Nippon Telenet,which was released in Japan in 1990.","n/a","n/a","n/a","ATLUS","Oct9, 1990 ","http://www.gamefaqs.com/turbocd/579727-jantei-monogatari"
"Jantei Monogatari 2: Uchuu Tantei Deiban (Shutsudouhen)","Miscellaneous,Board Games","Jantei Monogatari 2: Uchuu Tantei Deiban (Shutsudouhen) is a Miscellaneous game, developed by AI and published by ATLUS,which was released in Japan in 1992.","n/a","7.0","n/a","AI","Feb 28, 1992 ","http://www.gamefaqs.com/turbocd/916179-jantei-monogatari-2-uchuu-tantei-deiban"
"Jantei Monogatari 2: Uchuu Tantei Deiban (Kanketsuhen)","Miscellaneous,Board Games","Jantei Monogatari 2: Uchuu Tantei Deiban (Kanketsuhen) is a Miscellaneous game, developed by AI and published by ATLUS,which was released in Japan in 1992.","n/a","6.0","n/a","AI","Apr 24, 1992 ","http://www.gamefaqs.com/turbocd/916180-jantei-monogatari-2-uchuu-tantei-deiban"
"Jantei Monogatari 3: Saver Angel","Miscellaneous,Board Games","Jantei Monogatari 3: Saver Angel is a Miscellaneous game, developed by Natsume and published by ATLUS,which was released in Japan in 1993.","n/a","n/a","n/a","Natsume","Apr 23, 1993 ","http://www.gamefaqs.com/turbocd/916181-jantei-monogatari-3-saver-angel"
"Jim Power","Action,Platformer,2D","Jim Power is an Action game, developed by Loriciels and published by Micro World,which was released in Japan in 1993.","n/a","6.0","n/a","Loriciels","Mar 19, 1993 ","http://www.gamefaqs.com/turbocd/916055-jim-power"
"John Madden Duo CD Football","Sports,Traditional,Football,Sim","John Madden Duo CD Football is a Sports game, developed and published by Hudson,which was released in 1993.","n/a","2.0","n/a","Hudson","1993 ","http://www.gamefaqs.com/turbocd/916056-john-madden-duo-cd-football"
"Juuouki","Action,Beat-'Em-Up","Zeus has called upon you! Only a brave and fearless warrior can save his beloved daughter, Athena, from the cunning clutches of Nelf, evil Lord of the Underworld. Risen from the grave, you are presented with supernatural powers beyond this world. Collect the mystical spirit balls and transform into an awesome array of creatures - as Strongman, punch and kick harder than ever before, as WereWolf and WereTiger, rip the flesh of the demons of hell, and as Bear, knock out your enemies with one bad breath! You hear the distant cries of the beautiful Athena and as the terrors of the Underworld tighten their grasp, the beast within you rises to face the final battle!","n/a","4.3","n/a","Bits Laboratory","Sep 22, 1989 ","http://www.gamefaqs.com/turbocd/588891-juuouki"
"Kabuki Ittou Ryoudan","Action,Fighting,2D","Kabuki Ittou Ryoudan is an Action game, developed by AI and published by Hudson,which was released in Japan in 1995.","n/a","6.7","n/a","AI","Feb 24, 1995 ","http://www.gamefaqs.com/turbocd/916058-kabuki-ittou-ryoudan"
"Kagami no Kuni no Legend","Adventure,General","Kagami no Kuni no Legend is an Adventure game, developed by Mutech and published by Victor Interactive Software,which was released in Japan in 1989.","n/a","n/a","n/a","Mutech","Oct 27, 1989 ","http://www.gamefaqs.com/turbocd/916059-kagami-no-kuni-no-legend"
"Kaizou Chounin Shubibinman 3: Ikai no Princess","Action,Platformer,2D","Kaizou Chounin Shubibinman 3: Ikai no Princess is an Action game, developed and published by NCS,which was released in Japan in 1992.","n/a","7.0","n/a","NCS","Feb 28, 1992 ","http://www.gamefaqs.com/turbocd/563801-kaizou-chounin-shubibinman-3-ikai-no-princess"
"Kakutou Haou Densetsu Algunos","Action,Fighting,2D","Kakutou Haou Densetsu Algunos is an Action game, developed by Fill-In Cafe and published by Intec,which was released in Japan in 1994.","n/a","9.0","n/a","Fill-In Cafe","Jan 28, 1994 ","http://www.gamefaqs.com/turbocd/589189-kakutou-haou-densetsu-algunos"
"Kawa no Nushi Tsuri: Shizenha","Role-Playing,General","Kawa no Nushi Tsuri: Shizenha is a Role-Playing game, developed by Yuu Yuu and published by Pack-In-Video,which was released in Japan in 1992.","n/a","7.0","n/a","Yuu Yuu","Mar 27, 1992 ","http://www.gamefaqs.com/turbocd/916060-kawa-no-nushi-tsuri-shizenha"
